seq_name,PAAC1,PAAC2,PAAC3,PAAC4,PAAC5,PAAC6,PAAC7,PAAC8,PAAC9,PAAC10,PAAC11,PAAC12,PAAC13,PAAC14,PAAC15,PAAC16,PAAC17,PAAC18,PAAC19,PAAC20,PAAC21,PAAC22,PAAC23,PAAC24,PAAC25,PAAC26,druggable
Negative_345,1.222,1.757,0.076,0.497,0.306,1.146,0.611,1.146,0.153,0.076,1.681,0.191,0.153,0.229,0.611,1.184,0.382,0.115,0.306,0.611,13.326,13.513,15.038,14.746,16.284,14.64,0
Negative_346,2.327,1.086,0.31,0.931,0.931,0.931,0.931,0.621,0.31,0.31,1.551,0.31,0.31,0.621,0.31,1.241,1.241,0.0,0.621,0.621,15.071,12.713,15.157,15.343,13.442,12.76,0
Negative_347,1.313,1.422,0.219,0.438,0.438,0.656,0.821,1.039,0.219,0.219,1.532,0.109,0.328,0.438,1.204,0.656,0.274,0.438,0.109,1.422,14.139,15.734,13.534,14.637,13.374,15.288,0
Negative_348,1.071,1.606,0.0,0.736,0.134,0.535,1.071,1.004,0.468,0.268,1.472,0.268,0.468,0.201,1.807,1.539,0.736,0.201,0.134,0.468,15.044,14.59,14.022,13.093,14.824,14.242,0
Negative_349,0.53,0.795,0.53,0.729,0.663,0.928,0.862,0.928,0.133,0.398,0.729,0.265,0.53,0.53,0.53,0.928,0.663,0.663,1.326,0.663,13.989,14.395,13.616,14.175,14.648,15.854,0
Negative_350,1.669,1.089,0.29,0.544,0.327,0.544,0.581,1.161,0.254,0.399,2.468,0.436,0.29,0.472,1.161,0.835,0.762,0.29,0.327,0.798,14.441,14.441,13.258,14.382,14.434,14.346,0
Negative_351,2.065,0.563,0.438,0.563,0.25,0.876,0.438,1.564,0.25,0.563,1.314,0.876,0.501,0.438,0.563,1.189,1.064,0.438,0.188,1.126,13.663,14.174,14.098,14.037,14.075,14.686,0
Negative_352,1.281,0.871,0.563,0.819,0.717,0.717,0.512,0.768,0.154,0.819,1.281,1.281,0.512,0.256,0.717,0.819,0.819,0.205,0.717,0.512,13.101,14.556,13.954,14.32,15.553,14.176,0
Negative_353,2.352,0.614,0.205,0.511,0.511,0.205,0.409,1.329,1.022,0.409,2.761,0.511,0.307,0.307,0.716,1.227,0.511,0.511,0.511,1.329,13.876,14.981,14.526,14.542,11.754,14.063,0
Negative_354,1.36,0.9,0.303,0.714,0.362,0.763,0.528,1.076,0.391,0.538,1.703,0.675,0.294,0.391,1.076,1.194,1.086,0.176,0.382,1.458,13.935,14.028,13.905,14.427,14.043,14.289,0
Negative_355,1.361,1.555,0.259,0.583,0.389,1.685,0.843,1.62,0.065,0.065,2.074,0.259,0.194,0.13,0.648,0.648,0.194,0.194,0.0,0.324,13.772,15.795,13.255,14.499,15.009,14.577,0
Negative_356,1.255,0.538,1.076,0.538,0.897,0.717,1.076,0.359,0.538,0.897,2.331,1.255,0.538,0.179,1.614,2.331,1.434,0.179,0.359,0.538,15.448,14.041,13.537,14.106,11.775,12.446,0
Negative_357,1.47,0.901,0.522,0.806,0.996,1.849,0.759,1.043,0.474,0.474,1.659,0.332,0.474,0.379,1.138,0.948,1.09,0.095,0.284,0.901,13.16,14.952,13.799,12.869,14.238,14.388,0
Negative_358,1.073,1.087,0.348,0.942,0.348,1.087,0.841,0.797,0.551,0.42,1.174,0.783,0.362,0.333,1.218,1.884,0.826,0.174,0.435,0.594,14.201,13.964,14.292,14.117,14.705,13.444,0
Negative_359,1.614,0.854,0.759,0.475,0.475,0.997,0.854,1.614,0.332,0.332,1.044,0.664,0.475,0.475,1.898,2.563,0.617,0.095,0.664,0.902,13.197,13.763,14.551,14.109,13.976,12.701,0
Negative_360,0.713,0.826,0.413,0.864,0.638,0.939,0.488,0.826,0.3,0.488,1.652,0.676,0.225,0.676,1.014,1.352,0.563,0.338,0.451,1.051,13.304,14.268,13.601,14.21,15.196,14.928,0
Negative_361,1.289,0.902,0.645,0.515,0.354,1.063,0.645,0.999,0.612,0.741,1.74,0.645,0.387,0.612,0.902,1.063,0.773,0.097,0.226,1.096,13.408,14.862,14.479,12.65,14.089,15.206,0
Negative_362,1.441,1.147,0.197,0.622,0.229,1.179,0.721,1.179,0.164,0.262,1.179,0.491,0.098,0.557,1.409,0.884,0.557,0.197,0.426,0.557,13.908,14.819,14.333,14.063,15.224,14.158,0
Negative_363,1.657,0.892,0.51,0.51,0.255,0.892,0.382,1.147,0.255,0.892,1.912,0.51,0.382,0.892,0.892,1.147,0.892,0.127,0.0,0.892,13.534,13.511,14.774,14.609,14.376,14.158,0
Negative_364,0.805,1.77,0.161,0.322,0.483,1.368,0.644,0.322,0.322,0.322,1.931,0.966,0.805,0.241,1.287,0.805,0.402,0.241,0.241,0.402,13.714,13.714,13.735,15.154,14.143,15.7,0
Negative_365,2.089,0.964,0.0,0.482,0.482,0.804,0.804,1.286,0.161,0.321,2.732,0.161,0.161,0.321,0.482,0.643,0.964,0.643,0.482,0.804,15.598,15.184,13.602,13.61,12.723,14.497,0
Negative_366,1.069,0.725,0.414,0.897,0.379,0.862,0.897,1.208,0.379,0.587,1.932,0.587,0.242,0.759,1.208,1.242,1.069,0.069,0.449,1.208,14.068,14.651,13.745,14.093,13.526,13.737,0
Negative_367,1.228,1.257,0.086,0.457,0.314,1.057,0.914,1.114,0.486,0.228,1.571,0.428,0.228,0.6,1.057,1.0,0.771,0.2,0.171,0.943,13.772,14.872,13.532,13.906,14.922,14.886,0
Negative_368,1.283,0.567,0.597,0.746,0.537,0.88,0.522,1.179,0.149,1.045,1.239,1.045,0.373,0.642,0.925,1.119,0.94,0.164,0.358,0.985,13.972,14.76,13.498,13.88,14.324,14.27,0
Negative_369,0.919,0.811,0.595,0.487,0.757,1.352,0.649,0.487,0.216,0.757,1.622,1.027,0.27,0.649,0.703,1.19,1.244,0.27,0.487,1.081,13.703,15.174,13.236,14.03,13.742,14.544,0
Negative_370,1.272,0.848,0.141,1.131,0.424,0.565,0.565,0.565,0.565,1.272,1.837,0.989,0.141,0.424,1.696,2.403,0.989,0.283,0.283,0.283,11.291,13.1,14.36,15.36,14.201,15.01,0
Negative_371,1.017,1.163,0.145,0.581,0.218,1.235,0.872,2.035,0.363,0.218,0.654,0.436,0.145,0.363,1.817,1.163,0.436,0.291,0.218,0.436,14.809,13.622,14.105,14.768,14.354,14.533,0
Negative_372,0.344,0.517,0.517,0.172,0.344,1.033,1.205,1.033,0.689,0.517,2.411,1.033,1.205,1.033,1.55,1.55,0.517,0.0,0.172,0.861,13.406,14.333,15.302,14.1,13.456,12.696,0
Negative_373,1.123,1.764,0.401,0.321,0.401,0.481,0.722,1.123,0.241,0.321,0.962,0.321,0.16,0.16,1.043,0.962,0.401,0.401,0.241,0.401,14.088,14.96,14.751,15.599,12.809,15.844,0
Negative_374,2.035,0.396,0.452,0.565,0.678,0.396,0.509,1.809,0.509,0.509,3.956,0.339,0.226,0.848,1.074,1.696,0.961,0.622,0.283,1.13,14.033,13.815,13.749,12.419,13.938,13.055,0
Negative_375,1.451,0.967,0.276,0.622,0.829,1.243,0.829,1.796,0.553,0.207,1.312,0.691,0.138,0.414,1.382,1.243,1.105,0.138,0.414,0.829,13.399,13.399,13.966,13.498,14.977,14.32,0
Negative_376,1.143,0.823,0.64,0.548,0.32,0.914,0.548,1.371,0.32,0.823,1.417,1.051,0.32,0.457,1.143,1.188,0.96,0.183,0.64,1.005,14.122,13.671,13.545,13.964,14.414,14.47,0
Negative_377,1.126,0.876,0.125,1.376,0.25,1.126,0.876,0.751,0.125,0.626,1.251,0.876,0.375,0.876,1.126,1.001,1.126,0.0,0.125,0.751,13.582,15.118,12.815,14.97,15.915,12.837,0
Negative_378,0.778,0.972,0.583,0.972,1.167,1.167,0.583,0.583,0.194,0.583,0.583,1.555,0.583,0.583,1.167,0.972,1.555,0.194,0.389,0.972,13.7,14.733,13.458,13.087,14.136,14.749,0
Negative_379,1.204,0.99,0.294,0.829,0.428,1.204,1.23,0.695,0.187,0.508,1.471,1.017,0.241,0.401,1.017,1.364,0.856,0.161,0.107,1.043,13.12,13.951,14.188,13.547,15.156,14.79,0
Negative_380,1.308,1.234,0.221,0.534,0.332,1.013,1.013,1.456,0.332,0.166,2.027,0.35,0.111,0.129,0.811,1.013,0.755,0.147,0.221,0.94,14.833,14.381,14.064,13.401,14.043,15.165,0
Negative_381,1.122,0.617,0.729,0.561,0.645,0.533,0.925,1.346,0.449,0.841,2.384,0.617,0.168,0.673,1.318,1.514,1.206,0.308,0.505,1.094,13.868,13.737,13.824,13.219,13.798,14.0,0
Negative_382,0.869,1.003,0.401,0.401,0.401,0.803,1.204,1.271,0.535,0.602,2.14,0.134,0.134,0.869,0.602,1.271,1.271,0.268,0.535,1.204,14.142,14.198,13.593,13.649,14.628,13.872,0
Negative_383,0.779,0.845,0.26,0.779,0.52,0.65,1.299,1.039,0.0,0.779,1.364,0.585,0.39,0.455,0.974,1.104,0.909,0.52,0.585,0.715,14.005,15.104,14.165,15.002,14.514,12.659,0
Negative_384,1.204,0.872,0.498,0.457,0.374,1.08,0.498,1.287,0.498,0.498,1.204,0.457,0.457,0.457,0.831,0.457,0.623,0.415,0.498,1.08,14.213,13.546,15.01,14.082,15.436,13.966,0
Negative_385,1.7,0.837,0.733,0.654,0.105,0.942,1.02,1.177,0.209,0.392,1.465,0.759,0.392,0.419,1.544,1.988,1.203,0.262,0.183,0.785,13.793,13.751,12.879,13.919,14.598,14.288,0
Negative_386,1.497,0.973,0.449,0.449,0.374,0.973,0.524,0.898,0.224,0.374,2.469,0.599,0.15,0.299,0.823,0.898,0.823,0.374,0.299,0.973,14.954,15.113,13.654,14.485,14.218,13.135,0
Negative_387,0.867,0.763,0.416,0.59,0.312,0.798,1.006,0.902,0.52,0.59,1.873,0.937,0.278,0.347,1.041,1.318,0.624,0.243,0.173,1.561,13.273,14.676,13.849,14.509,14.478,14.054,0
Negative_388,1.286,0.669,0.36,0.823,0.309,0.977,0.875,0.926,0.206,0.463,1.904,0.977,0.154,0.514,1.441,0.926,0.875,0.103,0.412,1.08,13.737,14.638,13.569,13.332,14.959,14.485,0
Negative_389,1.714,0.969,0.41,0.783,0.335,0.783,0.484,1.006,0.373,0.634,1.379,0.559,0.261,0.522,1.006,1.118,0.857,0.224,0.298,1.193,13.976,14.214,14.356,14.416,14.207,13.924,0
Negative_390,0.746,0.994,0.663,0.911,1.492,0.829,0.331,1.492,0.249,0.249,0.911,0.829,0.497,0.58,0.829,1.243,0.829,0.166,0.331,1.077,14.301,15.018,15.193,14.789,13.104,12.349,0
Negative_391,1.49,0.906,0.307,0.62,0.442,0.963,0.948,0.913,0.342,0.385,2.432,0.699,0.143,0.399,0.92,1.226,0.635,0.214,0.314,0.82,14.369,14.543,13.711,13.696,14.414,14.15,0
Negative_392,1.302,0.796,0.47,0.362,0.868,0.94,0.76,1.157,0.253,0.76,2.243,0.543,0.326,0.615,1.23,1.447,1.049,0.398,0.506,1.374,13.979,13.631,13.596,13.674,13.466,14.257,0
Negative_393,0.925,1.041,0.463,0.231,1.504,0.694,0.81,0.925,0.81,0.463,1.041,1.157,0.578,0.231,0.578,1.619,0.81,0.463,0.231,1.619,15.649,13.739,13.48,14.856,12.775,13.31,0
Negative_394,3.044,0.94,0.179,0.313,0.313,1.119,1.298,1.298,0.448,0.09,2.821,0.358,0.179,0.448,1.522,0.806,0.403,0.134,0.224,0.672,13.853,14.459,12.69,13.604,14.019,14.766,0
Negative_395,1.34,1.215,0.293,0.67,0.628,0.628,0.544,0.796,0.377,0.335,2.22,0.461,0.293,0.754,0.921,1.256,0.419,0.209,0.335,0.963,13.588,15.311,14.717,13.449,14.395,13.882,0
Negative_396,0.728,1.214,0.486,0.364,0.486,1.214,0.243,1.457,0.607,0.85,1.335,0.85,0.121,0.728,0.728,1.093,0.486,0.121,0.486,0.728,13.652,13.932,14.275,14.032,13.889,15.894,0
Negative_397,1.666,1.028,0.177,0.673,0.283,1.417,0.602,1.382,0.496,0.283,1.878,0.815,0.283,0.213,0.851,1.169,0.638,0.106,0.319,0.709,14.556,13.401,13.866,14.391,14.008,14.788,0
Negative_398,1.126,0.743,0.721,0.631,0.383,0.924,1.734,0.946,0.36,0.608,1.847,1.059,0.428,0.383,1.239,2.14,0.878,0.09,0.45,0.856,13.381,13.995,13.372,14.127,13.653,13.925,0
Negative_399,1.031,1.145,0.344,0.515,0.573,0.172,0.63,0.859,0.286,0.859,2.176,0.286,0.344,1.031,0.63,0.916,0.859,0.401,0.573,1.088,13.591,13.826,14.783,14.827,14.099,14.157,0
Negative_400,1.45,0.967,0.308,0.527,0.351,1.318,0.439,0.659,0.483,0.483,2.021,0.483,0.264,0.439,0.703,0.967,0.967,0.22,0.395,1.055,14.731,14.63,14.724,14.18,13.883,13.354,0
Negative_401,0.871,0.653,0.617,0.908,0.254,0.545,0.617,1.38,0.436,0.799,1.488,0.69,0.617,0.762,1.271,1.053,0.69,0.254,0.436,0.871,14.512,13.188,13.949,13.858,14.846,14.436,0
Negative_402,1.288,0.841,0.394,0.604,0.42,0.815,0.683,1.314,0.21,0.236,2.024,0.631,0.394,0.552,1.025,1.13,0.736,0.236,0.42,1.262,14.518,14.518,14.107,13.004,14.1,14.534,0
Negative_403,1.411,0.957,0.151,0.403,0.806,0.554,0.403,1.36,0.353,0.504,3.124,0.202,0.504,1.008,1.31,1.209,0.605,0.252,0.353,1.108,13.46,14.223,13.485,14.09,14.621,13.543,0
Negative_404,1.104,0.649,0.325,0.52,0.325,1.234,0.13,1.104,0.325,0.909,1.234,1.104,0.585,0.39,1.039,0.974,0.649,0.26,0.52,1.169,14.404,13.851,14.302,13.328,16.026,13.538,0
Negative_405,0.554,1.187,0.396,1.266,0.317,0.475,0.554,0.791,0.079,0.633,1.583,1.187,0.317,0.633,0.712,0.871,0.791,0.079,0.158,0.871,14.538,15.474,14.081,13.025,14.713,14.713,0
Negative_406,0.883,1.012,0.625,0.644,0.46,0.865,0.754,0.828,0.331,0.57,1.876,0.589,0.202,0.625,0.773,1.159,0.809,0.294,0.46,0.644,14.296,14.037,14.476,13.849,14.375,14.562,0
Negative_407,1.372,0.949,0.227,0.681,0.392,0.99,0.825,0.608,0.516,0.464,2.186,0.485,0.289,0.753,0.804,1.485,0.567,0.227,0.217,0.969,13.774,14.517,13.88,13.962,14.142,14.72,0
Negative_408,1.103,1.281,0.356,0.498,0.142,0.925,0.782,0.96,0.462,0.213,2.241,0.32,0.107,0.462,0.782,0.854,0.498,0.32,0.213,0.782,13.948,16.05,14.148,13.483,14.301,14.767,0
Negative_409,1.54,0.924,0.213,0.711,0.379,1.043,1.043,0.829,0.237,0.237,2.867,0.474,0.119,0.308,0.853,1.185,0.687,0.308,0.213,0.569,13.62,15.478,13.34,13.665,15.109,14.048,0
Negative_410,0.934,1.453,0.156,0.311,0.389,0.753,0.934,1.09,0.389,0.389,2.388,0.286,0.156,0.389,1.635,0.908,0.415,0.13,0.311,0.831,14.391,14.376,13.806,14.22,14.797,14.163,0
Negative_411,0.808,0.646,0.517,0.744,0.517,0.614,0.711,0.646,0.517,0.744,1.649,0.776,0.42,0.776,0.646,1.261,1.131,0.42,0.485,0.97,13.057,13.769,14.174,14.969,14.294,14.737,0
Negative_412,0.815,0.905,0.936,0.573,0.407,0.845,0.573,1.388,0.423,1.011,1.283,0.649,0.196,0.468,0.634,1.253,0.573,0.196,0.347,0.951,13.691,13.547,14.737,14.607,14.651,14.34,0
Negative_413,0.802,0.664,0.442,0.553,0.415,0.664,0.221,1.244,0.608,0.885,1.604,0.857,0.277,0.636,0.581,1.161,0.719,0.415,0.525,0.83,14.047,13.878,15.203,14.047,14.357,14.364,0
Negative_414,1.046,0.747,0.747,1.046,0.747,0.982,0.747,0.918,0.448,0.619,1.6,0.683,0.448,0.512,0.747,1.6,0.662,0.192,0.299,1.11,13.696,14.253,13.672,14.078,13.959,14.444,0
Negative_415,0.784,1.333,0.288,0.732,0.392,1.124,0.68,1.385,0.497,0.68,1.202,0.418,0.288,0.575,1.15,0.706,0.653,0.157,0.366,0.68,14.618,14.012,14.216,13.878,14.794,14.392,0
Negative_416,1.055,0.835,0.527,0.725,0.593,1.142,0.703,0.901,0.439,0.483,1.077,1.186,0.286,0.461,1.142,1.823,0.571,0.198,0.396,1.077,14.027,14.277,14.175,13.8,13.246,14.855,0
Negative_417,0.776,0.945,0.776,0.709,0.776,0.945,0.641,0.709,0.337,0.607,1.586,1.451,0.202,0.371,0.641,1.687,0.776,0.034,0.439,0.675,14.381,15.678,13.687,12.676,14.554,13.943,0
Negative_418,2.357,1.362,0.184,0.479,0.589,1.068,0.11,0.589,0.589,0.184,2.357,0.147,0.11,0.331,0.957,0.773,0.405,0.147,0.11,0.921,14.943,14.137,14.268,14.461,13.827,14.592,0
Negative_419,1.091,1.12,0.345,1.063,0.345,0.632,0.546,0.89,0.488,0.431,1.752,0.316,0.144,0.23,0.804,1.35,0.689,0.373,0.316,1.091,14.225,13.93,14.785,14.848,14.47,13.727,0
Negative_420,0.966,1.16,0.193,0.58,0.0,0.966,0.387,0.387,0.0,1.16,1.353,0.773,0.193,1.74,3.093,1.353,0.58,0.193,0.387,0.966,12.241,13.087,14.049,15.076,14.87,14.246,0
Negative_421,1.89,1.278,0.399,0.612,0.213,0.798,0.426,0.905,0.186,0.186,1.703,0.133,0.08,0.532,1.038,0.426,0.559,0.319,0.373,1.118,14.782,14.624,14.248,15.164,13.477,14.531,0
Negative_422,1.107,0.704,0.704,0.302,0.201,0.604,0.805,1.207,0.201,1.107,1.811,0.402,0.302,1.61,0.503,1.006,1.207,0.101,0.905,1.408,12.48,14.294,14.002,13.354,14.764,14.909,0
Negative_423,1.013,0.779,0.442,0.597,0.442,1.273,0.675,0.961,0.52,0.572,1.455,0.727,0.39,0.649,0.831,1.507,0.675,0.26,0.234,1.039,13.973,14.296,13.582,14.823,14.522,13.763,0
Negative_424,0.979,1.049,0.28,0.49,0.49,0.839,1.189,0.559,0.28,0.35,3.077,0.35,0.21,0.42,1.748,1.329,1.119,0.49,0.21,0.979,13.419,14.857,13.896,13.14,13.764,14.488,0
Negative_425,5.166,0.383,0.765,0.191,0.191,1.722,0.383,3.062,0.191,0.765,2.105,1.148,0.957,0.191,1.722,3.253,0.574,0.0,0.0,2.105,12.575,12.438,13.109,12.338,10.858,13.806,0
Negative_426,0.802,0.615,0.548,0.695,0.468,1.029,0.762,1.217,0.281,0.922,1.056,1.003,0.307,0.481,1.417,1.524,1.016,0.174,0.668,1.029,14.774,12.892,14.15,13.445,14.158,14.566,0
Negative_427,1.344,1.008,0.31,0.517,0.362,0.801,1.008,1.189,0.543,0.491,2.016,0.388,0.207,0.517,1.111,1.06,0.801,0.284,0.284,0.93,13.826,14.137,14.441,14.206,14.41,13.811,0
Negative_428,1.829,0.869,0.366,0.915,0.366,1.418,0.412,0.869,0.229,0.366,1.464,0.64,0.457,0.732,1.601,2.516,1.098,0.091,0.32,0.823,13.47,13.218,13.879,13.957,14.035,14.061,0
Negative_429,1.988,1.601,0.055,0.663,0.331,1.104,0.884,1.657,0.221,0.166,1.988,0.221,0.055,0.055,2.098,1.104,0.331,0.055,0.055,0.773,14.158,14.12,15.236,13.049,13.041,14.99,0
Negative_430,0.741,1.07,0.439,0.521,0.576,0.714,0.549,1.153,0.686,0.604,1.482,0.219,0.329,0.741,0.604,1.043,0.741,0.329,0.439,0.686,14.227,13.578,14.302,14.644,14.548,15.033,0
Negative_431,1.473,0.964,0.161,0.643,0.375,0.897,0.763,1.406,0.455,0.348,2.009,0.268,0.214,0.375,0.911,0.83,0.643,0.308,0.295,1.178,14.147,14.444,14.19,13.849,14.263,14.59,0
Negative_432,1.22,0.984,0.354,0.708,0.315,0.59,0.63,1.023,0.551,0.472,1.731,0.275,0.354,0.944,0.984,0.748,0.866,0.472,0.275,0.866,14.11,14.268,13.536,14.096,14.606,15.022,0
Negative_433,1.561,1.369,0.216,0.48,0.192,0.552,0.408,1.129,0.432,0.192,1.129,0.192,0.072,0.408,1.297,0.937,0.384,0.624,0.408,0.744,14.491,14.797,14.428,14.281,14.937,14.338,0
Negative_434,0.589,1.141,0.503,0.871,0.528,1.104,0.552,0.835,0.356,0.626,1.473,0.871,0.38,0.331,0.81,1.055,0.798,0.258,0.368,0.81,14.303,14.61,14.595,14.282,13.882,14.068,0
Negative_435,0.808,1.112,0.101,1.415,0.404,0.708,1.112,0.91,0.404,0.808,1.819,0.606,0.202,0.404,1.819,1.516,2.83,0.101,0.202,0.708,13.43,13.403,14.356,14.887,13.592,12.341,0
Negative_436,1.409,0.984,0.216,0.616,0.381,1.447,0.8,1.263,0.273,0.33,1.377,0.749,0.248,0.33,1.282,1.39,0.666,0.292,0.19,0.781,14.234,14.076,13.716,14.279,14.242,14.43,0
Negative_437,1.344,0.784,0.56,0.746,0.224,0.784,0.448,0.97,0.336,0.784,0.821,0.858,0.448,0.411,1.53,0.97,0.858,0.112,0.56,1.679,14.375,14.672,14.23,13.187,14.375,13.933,0
Negative_438,1.018,1.257,0.12,0.718,0.24,0.479,0.419,1.377,0.359,0.419,2.335,0.419,0.06,0.359,1.676,1.138,0.539,0.299,0.24,0.958,13.715,13.376,13.953,13.888,15.619,15.021,0
Negative_439,0.451,0.676,0.902,0.451,1.127,0.902,0.225,1.127,0.676,0.451,2.705,0.225,0.451,0.676,1.127,2.254,0.676,0.451,0.451,0.902,13.642,13.076,13.465,14.496,13.558,14.859,0
Negative_440,1.433,0.764,0.669,1.337,0.573,1.433,0.764,0.573,0.287,0.669,2.102,0.478,0.287,0.382,0.86,0.86,0.669,0.191,0.191,1.242,12.846,14.761,12.31,14.446,14.832,15.045,0
Negative_441,1.295,0.576,0.288,0.863,0.0,1.007,0.432,1.439,0.432,0.576,2.878,1.007,0.72,0.144,1.871,1.151,0.576,0.288,0.288,0.863,14.282,14.633,12.112,14.416,14.132,13.731,0
Negative_442,1.885,1.211,0.359,0.987,0.942,0.763,0.449,2.423,0.224,0.314,1.705,0.224,0.269,0.224,1.077,0.987,0.449,0.179,0.404,0.404,13.243,14.59,14.04,13.088,14.667,14.892,0
Negative_443,1.115,0.836,0.712,0.805,0.495,0.805,0.774,0.805,0.372,0.526,0.867,0.774,0.31,0.588,1.672,1.455,0.96,0.248,0.743,0.805,14.666,14.188,13.797,14.188,14.0,13.491,0
Negative_444,1.283,0.684,0.599,0.342,0.342,1.71,0.257,1.026,0.086,0.513,1.71,0.77,0.257,0.257,0.941,1.197,0.855,0.257,0.428,1.283,14.689,16.213,11.96,13.891,14.401,14.053,0
Negative_445,1.128,1.183,0.385,0.688,0.275,0.743,0.495,1.238,0.22,0.385,1.431,1.046,0.165,0.55,1.321,0.798,0.66,0.193,0.275,0.605,14.441,14.49,14.028,14.331,13.821,15.103,0
Negative_446,1.273,1.464,0.573,1.146,0.509,0.573,0.382,0.764,0.255,0.509,1.337,0.827,0.255,0.446,0.764,0.827,0.446,0.064,0.318,0.7,12.871,15.08,14.69,14.167,14.845,14.919,0
Negative_447,1.064,1.01,0.425,0.798,0.425,1.17,1.01,0.638,0.159,0.425,1.755,0.691,0.266,0.372,1.223,1.117,0.532,0.319,0.319,1.17,14.086,15.396,13.974,13.513,13.081,15.061,0
Negative_448,0.652,0.559,0.745,0.838,0.279,1.584,0.466,1.025,0.466,0.838,1.304,1.025,0.559,0.186,0.745,1.211,1.025,0.373,0.466,1.211,14.202,14.397,13.899,14.265,13.93,13.751,0
Negative_449,1.065,0.852,0.447,1.022,0.255,1.065,0.532,1.171,0.362,1.107,1.469,0.724,0.468,0.298,1.214,1.086,1.065,0.064,0.17,1.235,14.089,14.245,14.05,13.814,13.963,14.167,0
Negative_450,1.141,0.784,1.034,0.82,1.105,0.82,0.606,0.713,0.214,0.535,1.818,1.105,0.249,0.57,0.784,1.675,1.069,0.107,0.535,0.891,13.399,14.427,13.059,13.954,14.932,13.656,0
Negative_451,1.803,0.853,0.512,0.877,0.17,0.974,0.585,1.315,0.414,0.536,2.046,0.292,0.317,0.536,1.169,1.413,0.78,0.122,0.268,1.145,13.611,14.022,13.514,13.885,14.457,14.385,0
Negative_452,1.383,0.958,0.585,0.638,0.426,0.851,0.798,1.223,0.851,0.585,1.809,0.319,0.213,0.532,1.277,1.543,0.798,0.16,0.426,1.17,13.822,14.253,14.087,13.086,13.864,14.344,0
Negative_453,1.017,0.543,0.746,0.678,0.746,1.221,0.882,0.95,0.203,0.271,2.781,0.678,0.61,0.678,1.357,0.746,0.882,0.203,0.543,1.221,14.278,13.422,13.804,14.338,13.236,13.965,0
Negative_454,1.067,0.61,0.61,0.457,1.524,0.61,0.762,0.61,0.762,0.305,1.219,1.067,0.61,0.914,1.067,1.524,1.372,0.0,1.067,1.524,12.693,14.17,13.957,13.427,14.744,13.33,0
Negative_455,0.944,0.649,1.122,0.826,0.649,0.295,0.472,0.649,0.472,1.122,1.063,0.885,0.236,0.649,0.944,1.181,0.885,0.472,0.885,1.299,14.556,13.881,13.708,12.813,15.318,14.022,0
Negative_456,0.919,0.882,0.735,0.699,0.404,0.993,0.441,1.25,0.404,0.662,0.772,0.699,0.441,0.625,0.846,0.772,0.735,0.257,0.551,0.625,14.015,15.03,14.53,13.405,14.022,15.284,0
Negative_457,0.847,0.726,0.242,0.726,0.0,1.452,0.363,0.847,0.605,1.815,1.21,0.726,0.363,0.363,1.21,2.661,1.815,0.0,0.605,1.573,13.782,14.38,13.165,13.001,12.992,14.535,0
Negative_458,1.404,0.542,0.542,0.606,0.383,0.447,0.383,1.787,0.415,1.117,2.297,0.702,0.351,0.989,0.67,1.436,0.989,0.319,0.606,1.021,13.901,13.85,14.207,12.71,14.071,14.258,0
Negative_459,1.235,0.926,1.235,0.412,1.132,1.029,0.206,0.515,0.206,1.029,1.853,0.412,0.617,0.617,1.029,1.029,0.926,0.206,0.515,1.132,13.798,13.652,15.172,13.237,12.66,15.221,0
Negative_460,0.499,0.582,0.416,0.665,0.499,1.081,0.499,0.998,0.333,0.499,1.747,1.331,0.416,0.832,0.748,0.998,1.248,0.083,0.499,1.331,14.171,15.732,14.339,13.628,13.475,13.352,0
Negative_461,1.379,0.948,0.043,0.776,0.517,0.474,0.948,1.164,0.388,0.431,1.681,0.431,0.259,0.345,0.905,1.164,0.647,0.474,0.086,1.034,14.722,12.664,14.341,14.75,14.052,15.377,0
Negative_462,1.466,0.558,0.524,0.593,0.663,0.942,0.838,1.815,0.524,0.419,1.466,0.698,0.244,0.489,0.908,1.292,0.873,0.454,0.244,0.977,13.548,13.716,13.412,15.61,14.124,13.604,0
Negative_463,1.045,1.52,0.285,0.665,0.665,0.665,0.855,0.855,0.095,0.285,1.9,0.57,0.38,0.19,0.665,0.76,1.045,0.19,0.38,0.76,14.554,15.663,12.681,11.627,15.815,15.884,0
Negative_464,0.613,0.766,0.153,0.46,0.46,1.533,1.073,1.226,0.307,0.92,1.839,1.073,0.153,0.307,0.613,0.92,0.766,0.307,0.153,0.46,14.095,16.401,13.581,11.416,14.857,15.548,0
Negative_465,2.012,1.302,0.237,0.592,0.0,0.355,0.592,1.065,0.71,0.0,2.131,0.355,0.237,0.0,1.539,1.42,0.828,0.473,0.118,0.237,13.032,14.836,14.523,13.685,15.411,14.31,0
Negative_466,1.555,0.714,0.381,0.492,0.635,0.619,0.92,1.301,0.413,0.603,2.603,0.413,0.302,0.603,1.301,1.539,1.0,0.349,0.349,1.032,13.673,13.913,14.272,13.562,14.007,13.45,0
Negative_467,1.374,1.091,0.404,0.445,0.445,0.485,0.404,0.606,0.243,1.172,2.223,0.364,0.243,0.97,0.647,1.132,0.849,0.404,0.202,1.536,13.294,13.081,14.041,14.216,14.879,15.252,0
