seq_name,APAAC1,APAAC2,APAAC3,APAAC4,APAAC5,APAAC6,APAAC7,APAAC8,APAAC9,APAAC10,APAAC11,APAAC12,APAAC13,APAAC14,APAAC15,APAAC16,APAAC17,APAAC18,APAAC19,APAAC20,APAAC21,APAAC22,APAAC23,APAAC24,APAAC25,APAAC26,APAAC27,APAAC28,APAAC29,APAAC30,APAAC31,APAAC32,druggable
Positive_333,12.991,7.604,4.435,5.386,4.752,7.287,6.337,12.991,2.535,6.654,11.724,6.02,4.435,5.703,4.12,9.822,5.703,1.268,3.169,8.555,4.602,5.588,-7.627,-3.55,-6.114,-3.222,1.578,-2.63,-2.761,-3.748,-8.613,-4.997,1
Positive_334,8.477,5.087,5.087,5.934,2.544,8.901,7.206,3.815,2.967,6.782,13.988,7.206,1.696,2.12,5.511,11.869,4.663,2.544,1.696,8.053,-2.671,1.684,-1.161,-3.6,-0.987,2.846,-1.394,3.194,-3.31,-4.239,-3.659,-2.846,1
Positive_335,3.792,6.003,3.16,5.055,2.37,7.742,3.002,6.162,1.738,3.792,8.532,5.53,2.37,3.634,4.582,4.423,4.423,1.106,3.634,5.53,2.165,4.892,-3.03,-2.771,2.424,1.818,3.42,3.55,-0.476,2.035,-0.519,-0.087,1
Positive_336,5.106,2.113,2.025,1.321,0.616,2.377,1.233,3.081,0.528,3.257,7.923,1.936,1.848,3.961,3.609,3.081,3.433,1.497,0.704,3.345,6.227,3.842,5.008,2.703,3.816,2.57,6.359,3.63,3.842,1.484,4.69,2.835,1
Positive_337,2.764,2.764,9.755,5.527,1.951,4.877,2.114,5.203,1.301,9.267,8.291,10.893,1.625,5.203,2.276,6.503,3.089,0.163,5.04,3.902,5.227,5.365,-2.128,-0.046,0.324,1.434,1.203,-0.601,-1.804,-2.359,-0.601,1.48,1
Positive_338,12.018,7.754,0.581,5.621,1.357,8.336,4.459,6.009,2.908,3.101,9.886,4.265,0.776,5.234,7.56,7.56,4.652,0.776,3.296,6.204,-1.382,0.409,-3.941,-0.307,3.122,3.327,-0.665,1.842,-4.708,-2.508,0.563,1.894,1
Positive_339,6.195,6.195,2.754,5.277,1.377,7.801,2.754,4.36,2.295,3.672,3.901,6.654,1.836,3.901,5.277,6.883,3.442,0.688,2.754,6.195,0.463,5.011,-1.516,0.8,0.674,3.874,3.453,9.053,-4.126,-1.558,-0.842,0.505,1
Positive_340,8.459,6.243,3.625,5.237,2.82,6.344,4.129,8.661,3.625,5.639,9.568,4.733,3.021,3.524,5.539,6.848,4.935,1.107,2.92,5.74,-0.257,0.719,-4.468,-2.722,-0.308,2.157,1.284,3.338,0.0,1.079,-2.003,-1.541,1
Positive_341,6.497,3.971,6.497,6.137,0.0,6.497,6.859,10.83,3.249,10.469,11.913,8.303,1.805,5.776,5.776,9.025,3.611,2.526,5.776,10.108,3.518,3.455,1.57,-0.628,-1.57,-7.601,-3.643,-0.063,-6.721,-4.334,-7.538,-2.073,1
Positive_342,10.189,7.089,3.987,5.316,2.215,6.202,5.76,6.645,3.544,7.974,13.734,3.544,1.329,3.102,4.873,6.645,5.76,1.772,2.658,3.987,5.688,3.456,-6.539,-7.921,0.159,-2.924,1.754,4.519,-1.808,-0.904,0.478,-2.286,1
Positive_343,8.679,5.66,6.414,6.792,2.641,8.679,4.151,5.66,3.773,5.66,13.584,9.811,1.887,4.906,7.169,7.169,2.641,1.132,5.282,10.188,1.402,0.122,0.244,-3.108,-1.767,2.316,-5.789,-4.266,-1.158,-0.427,-8.775,-0.67,1
Positive_344,4.67,4.874,3.249,4.67,2.031,8.326,3.655,4.467,2.64,4.062,7.514,6.295,2.64,3.859,6.093,6.701,3.655,1.625,2.64,4.67,-0.221,3.754,2.208,5.389,1.458,4.417,-2.562,-0.398,-1.325,1.325,-1.369,-1.016,1
Positive_345,12.976,7.299,2.433,6.488,1.622,2.839,5.271,12.572,1.217,8.11,8.11,8.922,3.245,7.705,2.839,5.677,6.083,2.028,4.866,10.544,2.719,2.115,-10.453,-7.492,5.438,3.927,5.136,8.58,-4.773,-6.586,-9.668,-9.789,1
Positive_346,7.024,6.976,5.052,6.158,1.444,7.891,4.955,6.879,3.03,6.976,10.488,5.196,3.608,4.619,5.437,7.698,5.244,1.299,3.849,9.045,-3.104,-0.451,-4.91,-3.273,0.508,1.129,1.862,2.257,-2.822,-1.185,-2.257,-0.621,1
Positive_347,12.811,2.562,5.125,5.979,1.709,6.832,2.562,11.104,7.686,0.0,15.374,9.395,1.709,6.832,5.979,4.27,5.979,1.709,2.562,15.374,-4.143,0.816,-3.202,-10.923,-2.26,-0.377,7.596,9.605,0.502,0.753,-13.685,-10.232,1
Positive_348,6.07,4.285,4.047,4.404,2.618,6.903,3.809,5.0,2.857,6.189,9.403,5.713,2.38,3.809,3.214,6.189,5.475,1.191,3.452,5.713,2.179,3.199,-2.967,-2.318,3.894,3.848,1.02,2.457,-1.947,-1.623,-0.695,0.232,1
Positive_349,7.773,6.756,4.257,6.478,2.591,6.108,2.961,7.219,1.851,7.31,10.18,6.386,2.128,5.738,5.09,7.959,6.108,0.926,4.812,7.866,-2.21,-1.547,-4.696,-1.215,-4.365,-2.21,-0.442,0.663,1.215,1.768,1.381,1.16,1
Positive_350,6.354,4.887,3.299,4.765,1.588,5.131,5.009,6.842,2.444,5.254,8.308,5.009,2.199,4.032,6.231,9.53,4.765,0.977,2.077,4.887,1.029,0.936,-0.562,-0.608,-0.234,-0.515,0.983,2.246,0.983,1.731,0.281,0.14,1
Positive_351,7.88,5.832,3.782,5.674,2.837,7.25,3.941,8.51,1.576,5.832,11.033,6.935,3.31,5.516,6.305,5.044,5.832,1.418,3.152,8.353,0.88,0.605,-6.711,-5.061,1.375,3.63,3.52,0.22,-2.475,-2.86,-1.87,-1.265,1
Positive_352,5.758,4.179,3.807,4.087,1.3,5.015,3.715,6.965,1.115,5.479,6.779,5.108,2.321,4.644,2.972,6.408,4.272,1.393,3.25,5.573,2.23,1.178,2.314,2.019,3.324,4.628,1.01,-0.042,0.168,-0.084,-0.589,-0.294,1
Positive_353,5.053,5.298,3.586,3.83,1.63,4.971,3.749,5.705,2.852,4.89,10.676,3.505,2.445,4.238,5.46,7.905,5.542,1.955,2.037,5.542,1.045,0.273,0.954,1.318,0.818,0.545,0.863,1.09,-1.0,0.409,1.136,1.681,1
Positive_354,8.037,4.446,4.104,9.235,3.249,5.643,3.249,11.287,1.71,4.275,8.037,7.695,2.052,8.037,7.525,4.959,7.183,2.565,5.13,4.446,-1.637,0.564,1.298,2.991,1.58,-1.072,-2.652,-2.596,-0.395,-5.023,-3.104,-2.822,1
Positive_355,4.457,4.457,4.051,3.038,1.823,4.254,1.823,4.051,2.228,6.078,7.09,4.659,1.621,6.482,2.228,5.065,6.078,1.216,2.228,6.28,0.713,0.436,4.594,3.406,0.396,-1.069,4.99,4.554,-0.871,-1.624,1.822,3.446,1
Positive_356,7.797,6.54,4.527,6.791,2.766,9.055,4.276,8.802,2.264,4.779,9.306,4.276,2.264,4.779,4.779,8.048,6.791,1.006,5.03,8.802,-1.915,0.789,-6.761,-3.099,-1.69,1.803,3.831,4.225,-6.254,-1.296,-1.07,-1.239,1
Positive_357,4.696,1.957,1.761,2.251,1.272,2.055,1.467,4.99,1.174,3.914,7.045,2.055,1.272,4.305,2.837,4.696,3.229,1.663,2.348,5.675,5.369,2.912,4.095,1.335,5.096,2.881,4.671,2.275,3.367,1.092,3.882,2.366,1
Positive_358,11.036,4.998,3.54,4.373,2.083,6.247,2.29,9.578,3.332,6.039,8.954,7.079,3.54,3.332,5.83,7.079,6.663,0.833,2.707,9.162,1.793,0.652,-3.315,-0.435,-0.217,-0.815,-1.359,-1.359,1.196,-3.098,0.489,-2.228,1
Positive_359,3.784,3.351,4.108,5.297,0.973,6.378,1.946,4.0,2.054,3.784,6.919,5.297,3.027,5.513,4.973,6.811,4.324,0.757,2.27,5.406,1.903,2.024,-0.972,-1.215,2.794,4.291,-0.202,3.279,2.429,4.008,0.202,0.486,1
Positive_360,8.523,7.387,4.357,4.167,2.272,8.144,2.651,9.659,2.462,6.25,9.659,5.303,3.409,3.978,3.978,5.492,5.113,0.758,5.492,7.387,2.98,2.235,-3.246,-6.652,1.756,3.513,3.406,1.969,-1.224,-2.874,-4.683,-3.619,1
Positive_361,3.864,1.861,5.009,3.578,1.574,6.01,3.291,2.719,1.288,6.154,6.154,6.297,0.859,3.721,3.721,7.299,5.152,1.861,3.149,6.154,-0.837,0.837,2.87,3.308,-0.359,-0.957,1.634,3.069,3.069,2.152,2.75,2.75,1
Positive_362,5.898,5.378,3.122,4.684,2.949,5.205,2.775,6.592,2.775,5.551,8.847,3.989,2.775,2.602,3.469,5.551,3.816,1.735,3.296,6.592,0.394,-0.438,2.322,-0.394,0.35,0.701,2.672,1.796,3.417,-0.219,1.051,0.745,1
Positive_363,3.969,1.462,1.671,1.462,1.253,1.984,1.253,5.953,0.627,3.342,5.431,3.029,1.462,3.551,2.924,3.969,2.193,0.627,1.984,4.073,6.319,4.282,3.76,2.977,3.995,2.977,6.319,4.543,3.655,2.219,3.238,3.499,1
Positive_364,5.788,5.46,1.092,2.73,0.983,3.058,2.839,6.116,1.748,4.041,7.099,3.931,1.092,3.386,5.243,5.897,3.931,1.31,2.075,6.007,3.728,3.654,1.034,1.624,2.584,1.44,2.289,1.034,0.628,0.295,5.353,2.51,1
Positive_365,5.615,8.422,3.828,3.063,2.296,6.125,2.552,8.167,5.104,3.573,11.74,4.849,1.786,5.87,6.636,7.146,5.359,2.042,3.573,6.636,-1.253,-2.192,-4.436,-3.132,1.305,0.522,1.722,0.157,1.67,2.401,-1.044,-0.104,1
Positive_366,4.466,6.286,2.977,6.451,1.82,5.458,3.308,4.466,3.639,5.458,8.767,6.286,2.481,3.143,4.797,7.94,4.135,0.827,3.639,6.12,-1.526,-1.11,-2.497,-0.231,2.82,2.82,1.202,0.693,0.277,3.883,0.185,1.017,1
Positive_367,4.844,2.907,3.682,4.456,3.1,8.719,4.069,6.588,2.907,5.231,11.432,5.619,2.325,5.231,4.844,6.2,6.588,0.581,4.069,5.812,-0.893,-0.496,0.298,-0.694,3.869,1.538,1.438,0.347,-1.24,-1.687,-0.893,-0.794,1
Positive_368,6.184,5.259,5.014,6.281,1.802,5.259,4.139,5.112,2.872,9.786,13.195,5.599,2.191,4.334,5.064,9.251,7.596,1.607,4.479,5.112,0.11,-0.551,-5.782,-3.91,-0.716,-0.275,0.441,-0.606,-1.101,-0.716,1.156,1.817,1
Positive_369,4.507,3.467,8.668,3.467,2.6,4.16,3.467,4.333,0.694,8.841,10.228,6.934,1.906,2.773,2.427,10.574,8.495,0.52,3.814,7.628,3.632,1.443,0.597,1.244,2.786,0.448,-2.09,-3.284,1.244,0.05,-1.891,-3.682,1
Positive_370,4.56,4.713,1.672,4.408,2.889,6.232,4.408,5.017,2.128,3.496,7.145,5.321,1.976,1.824,3.952,6.232,2.432,0.456,1.52,4.104,5.81,5.251,-0.745,1.788,2.086,3.352,0.968,3.091,2.346,2.235,-1.453,0.782,1
Positive_371,3.954,3.954,5.272,4.613,1.977,7.908,3.954,9.226,3.295,3.954,11.862,7.908,1.318,3.954,5.272,6.59,7.908,0.659,5.272,3.295,3.83,9.959,2.196,-1.941,-0.97,-3.882,-0.766,-0.868,0.153,-4.137,0.868,-6.588,1
Positive_372,4.807,4.166,3.365,4.486,0.801,5.447,3.044,4.967,2.403,4.486,8.492,5.287,3.044,4.486,4.967,5.127,4.807,1.121,4.807,5.287,3.971,2.477,-0.683,-1.494,2.434,3.587,3.501,3.629,0.64,0.384,-1.665,-2.178,1
Positive_373,8.758,6.131,5.547,6.423,4.962,8.758,3.795,8.758,2.627,9.05,13.137,7.299,4.379,4.379,9.341,9.634,4.671,1.459,4.379,9.05,-0.663,-2.386,-2.85,-1.127,-6.494,-4.838,0.795,3.048,-4.838,-2.783,-4.506,-5.898,1
Positive_374,3.853,2.62,3.391,2.466,2.004,2.928,2.928,4.316,1.695,4.778,6.011,2.466,1.541,3.853,1.85,4.47,3.545,1.233,2.158,5.549,4.774,3.915,2.069,1.305,4.074,2.323,4.106,1.973,3.501,2.132,3.501,2.673,1
Positive_375,3.822,4.586,0.764,4.586,0.764,5.35,3.822,9.936,2.293,3.822,5.35,6.114,3.057,3.822,5.35,3.822,5.35,0.764,2.293,6.878,-0.784,-1.279,4.292,4.375,0.908,4.416,-1.321,-0.537,5.819,1.403,-2.27,2.435,1
Positive_376,3.747,2.398,1.499,2.098,1.049,2.248,1.648,3.297,0.75,2.698,7.343,2.398,1.349,3.897,2.548,3.597,3.747,1.199,1.948,4.047,8.133,3.692,4.789,1.98,4.307,3.157,4.922,3.023,3.237,1.418,4.414,3.424,1
Positive_377,11.292,7.009,3.7,5.938,1.266,7.69,4.478,9.151,3.7,5.452,10.221,5.452,3.407,5.062,6.523,5.354,5.743,0.292,3.212,9.735,-6.995,-4.587,-4.644,-5.562,1.261,2.982,0.401,3.498,0.86,0.115,-2.523,0.516,1
Positive_378,4.046,4.378,3.515,4.843,1.526,4.444,3.184,3.914,2.52,5.373,7.761,4.975,1.725,3.449,3.98,8.026,4.444,0.663,2.321,4.245,2.301,2.737,1.111,1.19,3.649,3.213,-0.436,1.904,-0.674,0.198,2.499,2.975,1
Positive_379,5.453,4.115,2.88,4.733,1.234,6.893,3.395,4.321,1.955,2.675,7.818,6.79,1.955,3.395,3.395,4.938,3.087,1.132,2.366,4.424,0.077,3.155,-3.578,-2.039,2.155,5.694,5.656,6.426,0.462,1.539,0.731,2.77,1
Positive_380,7.437,6.343,3.981,5.468,1.531,7.743,4.637,6.956,2.931,6.737,10.368,5.294,3.106,4.462,5.731,7.218,5.294,1.269,3.369,7.656,-1.989,0.0,-3.065,-2.419,-0.108,1.29,1.72,1.505,-2.796,-0.376,-1.667,0.376,1
Positive_381,6.819,4.163,2.836,3.982,1.207,4.646,3.923,6.095,0.965,6.336,6.758,3.982,2.172,4.646,2.293,5.853,4.466,0.784,2.293,5.491,1.674,2.272,-0.757,1.275,3.268,2.75,1.594,1.953,0.757,1.674,1.435,2.391,1
Positive_382,6.317,4.655,2.327,2.327,1.33,5.319,4.321,5.651,1.33,3.989,9.974,2.659,0.665,3.325,4.987,6.649,3.325,0.665,2.327,5.319,5.616,5.926,0.039,0.194,1.239,1.782,0.891,1.743,-0.387,2.363,1.278,1.859,1
Positive_383,2.505,1.837,2.505,1.67,2.172,1.169,1.504,2.005,1.837,4.176,5.846,4.176,2.005,4.51,2.005,4.343,3.507,0.334,2.505,5.679,6.417,6.136,4.363,1.858,5.629,4.194,4.137,2.843,2.083,1.998,2.167,1.886,1
Positive_384,5.807,4.536,1.633,2.904,1.27,3.992,2.178,3.992,2.541,5.989,7.621,2.722,2.178,3.266,3.629,4.9,4.173,0.907,1.27,5.263,3.397,2.123,4.671,2.831,0.106,-2.123,3.149,1.663,2.194,1.451,5.803,3.963,1
Positive_385,13.383,6.692,2.755,6.692,1.574,2.361,4.724,12.203,0.787,7.872,8.66,9.053,3.15,7.085,2.755,4.724,6.692,1.968,5.511,8.66,3.402,3.46,-6.1,-4.751,4.751,3.988,4.047,6.921,-6.51,-6.393,-9.853,-10.264,1
Positive_386,2.612,1.959,3.592,3.919,1.959,7.347,2.286,3.755,1.959,5.878,6.041,4.735,1.306,2.286,5.225,9.47,4.245,0.816,2.939,7.511,0.599,3.912,3.792,4.95,-1.238,0.24,0.918,1.677,0.838,1.717,0.838,1.916,1
Positive_387,3.072,4.254,4.018,6.145,0.946,6.855,2.6,7.799,3.781,3.072,8.745,8.272,2.6,3.781,4.491,5.199,4.018,0.946,2.364,7.09,-1.306,2.476,-3.647,-1.891,2.701,3.917,3.107,4.187,-3.737,-2.882,2.611,4.412,1
Positive_388,2.636,2.801,2.142,2.801,0.988,3.131,3.131,3.131,1.977,3.46,4.12,6.426,0.659,1.977,5.273,4.778,3.79,0.659,0.988,2.966,0.81,2.285,5.147,5.61,3.73,3.788,4.135,3.123,3.239,4.193,2.487,3.615,1
Positive_389,6.391,6.948,2.779,3.89,1.946,6.391,5.558,9.17,2.501,4.169,14.172,5.002,3.612,4.447,7.781,4.724,4.724,3.057,2.779,8.892,-1.525,0.381,-7.68,-7.516,2.778,1.743,2.832,2.342,-2.887,-0.708,1.307,0.0,1
Positive_390,4.244,1.981,1.32,1.792,1.32,2.358,1.698,5.376,0.943,3.207,8.96,1.792,2.452,3.773,3.018,3.867,3.018,1.603,2.924,4.339,4.079,2.25,4.109,2.519,4.259,1.29,6.179,3.419,1.44,0.36,6.359,3.749,1
Positive_391,8.514,7.569,3.469,2.207,2.523,5.676,1.892,7.253,3.469,3.469,12.614,5.676,1.262,4.73,2.838,7.883,5.992,1.262,2.523,8.83,-1.445,1.694,-5.032,-2.99,0.947,2.89,3.837,3.837,1.794,0.698,-3.538,-2.342,1
Positive_392,9.911,9.675,4.248,3.303,1.416,7.315,6.608,5.663,3.776,3.539,17.462,3.539,3.776,6.135,7.551,7.079,4.483,2.123,3.067,8.023,-5.104,-5.163,-7.181,-5.401,3.501,0.831,1.484,0.593,0.653,-0.0,-1.662,-1.246,1
Positive_393,6.035,3.428,3.13,4.322,1.713,4.992,2.757,5.662,1.117,6.184,7.152,4.172,1.863,3.353,3.278,4.322,4.47,0.894,1.788,5.588,5.183,3.963,0.076,-0.572,1.677,2.134,1.143,3.049,2.934,2.02,1.22,0.953,1
Positive_394,13.434,4.478,5.856,8.612,1.378,7.234,5.167,8.957,3.101,8.957,12.056,6.201,2.066,4.134,5.512,7.234,6.201,0.688,2.756,11.368,-2.382,-2.006,-1.944,0.627,-0.752,-4.702,2.194,0.627,-4.263,-1.254,-6.646,-4.89,1
Positive_395,8.729,4.813,3.834,6.445,1.876,7.995,3.345,8.076,2.202,7.506,9.545,6.771,3.019,3.915,4.732,4.976,4.732,0.734,3.589,6.363,-1.29,1.393,-4.644,-6.192,2.477,3.715,2.735,3.922,0.206,0.464,-3.767,-2.219,1
Positive_396,9.463,3.352,4.14,4.337,1.972,6.111,2.957,11.435,2.76,7.492,7.098,7.492,2.169,3.154,3.352,5.52,5.915,0.591,2.169,8.872,-3.161,-2.609,0.351,0.251,-3.813,-3.964,5.118,3.914,1.054,-0.401,2.107,0.803,1
Positive_397,6.004,4.597,2.658,3.956,1.564,7.442,3.205,5.675,2.08,3.174,8.725,3.565,2.267,3.237,4.237,4.628,3.612,0.985,2.205,4.956,0.473,3.781,-0.709,1.457,2.718,4.135,2.403,4.923,-0.315,1.497,-0.236,1.103,1
Positive_398,6.488,6.69,1.825,6.69,2.028,9.732,4.866,7.907,0.608,6.083,12.976,8.718,2.028,3.244,3.447,4.664,3.244,0.406,3.447,8.11,-1.032,-1.548,-2.219,-1.496,-2.012,1.342,0.052,6.605,0.516,2.322,-4.644,-1.084,1
Positive_399,3.402,3.165,3.732,4.867,0.614,5.811,2.646,3.969,1.134,3.969,5.811,8.457,1.842,2.74,3.496,4.961,4.299,0.851,2.032,4.535,1.917,4.231,0.976,3.761,1.627,4.376,1.591,4.991,0.47,3.255,-1.013,1.483,1
Positive_400,23.966,8.715,2.179,4.357,0.726,10.894,2.179,6.537,0.726,3.631,10.894,8.715,4.357,4.357,3.631,4.357,6.537,0.0,2.179,10.894,-4.733,-0.839,-18.214,-11.264,3.595,5.872,-0.839,3.355,-3.835,-3.355,8.808,1.618,1
Positive_401,12.872,6.198,5.006,6.435,1.192,2.622,7.389,8.82,1.669,6.674,10.488,4.291,3.337,4.529,5.72,7.628,6.435,0.954,3.576,7.866,-1.876,-3.98,-2.047,0.796,-3.184,-1.649,3.695,-0.227,-3.07,-0.171,-0.569,-1.421,1
Positive_402,3.798,3.658,3.095,3.94,1.126,2.532,2.392,2.814,1.266,3.798,6.331,4.221,1.969,4.361,2.955,4.221,4.221,0.985,2.251,3.658,0.095,1.59,2.957,2.226,3.784,1.653,4.483,3.72,3.021,3.498,4.897,4.483,1
Positive_403,8.305,4.808,6.557,6.557,3.059,10.052,5.682,6.993,3.934,7.867,14.86,10.927,2.623,4.808,8.742,7.431,6.557,2.623,4.808,10.927,-1.174,-1.381,-6.146,-7.597,-6.699,-2.279,-5.249,-4.696,-2.348,-0.552,-1.865,1.865,1
Positive_404,5.71,4.366,4.03,5.374,2.015,6.494,2.351,5.485,1.903,4.255,7.501,5.597,3.134,2.351,6.045,6.381,6.045,1.455,3.918,7.501,0.322,1.654,-2.849,-1.7,0.735,1.425,1.7,1.425,-0.046,1.149,1.654,2.619,1
Positive_405,7.928,3.303,3.963,6.606,2.643,10.239,4.954,6.606,1.982,6.936,11.23,7.597,5.285,5.945,6.936,7.267,4.954,0.661,1.982,7.928,-4.828,-3.218,-6.724,-4.885,7.586,7.816,-0.0,0.805,-3.736,-3.046,-1.379,-3.333,1
Positive_406,3.302,2.702,1.726,2.401,0.675,3.602,1.576,4.278,2.102,4.803,7.505,3.002,1.351,3.527,3.828,4.503,3.002,0.601,1.501,5.178,4.771,3.976,2.508,0.459,4.618,2.752,6.116,3.639,3.761,1.896,2.966,1.376,1
Positive_407,7.441,6.378,4.252,6.378,2.392,9.568,5.315,6.644,3.455,7.441,13.288,7.972,0.798,7.175,6.112,7.441,6.378,0.798,5.846,5.05,-0.781,1.261,-6.426,-1.261,6.246,2.943,-1.081,-0.12,-8.348,-7.387,-2.583,-2.583,1
Positive_408,4.042,3.277,2.075,1.966,0.764,2.731,1.638,4.042,0.327,4.151,8.193,1.42,2.075,4.588,2.731,4.26,3.277,1.529,1.966,5.134,5.206,1.866,3.822,1.384,7.704,5.296,3.19,2.498,2.889,1.204,3.28,1.475,1
Positive_409,15.874,5.377,2.56,4.096,1.536,6.401,4.352,8.961,1.536,6.657,11.009,5.633,4.096,3.328,4.352,6.401,5.633,1.536,2.304,3.841,1.793,2.373,-4.641,-2.795,4.167,1.213,-2.743,-2.69,0.844,0.738,-0.949,-2.795,1
Positive_410,7.128,4.252,2.126,5.127,2.251,5.878,4.877,5.127,3.126,4.502,11.005,5.127,0.751,4.002,4.752,7.253,4.252,0.751,1.876,6.502,1.179,3.037,-1.043,-0.408,-0.499,0.771,6.165,4.714,-0.408,0.408,-2.493,-2.085,1
Positive_411,5.203,3.083,3.661,2.698,0.964,4.625,2.313,4.047,1.157,5.974,7.901,4.818,3.083,5.011,5.203,7.901,7.515,1.542,3.854,6.745,-0.087,0.087,1.659,2.139,-0.306,-2.794,4.889,3.099,-0.175,-0.611,3.274,1.528,1
Positive_412,7.558,4.847,1.15,2.136,1.397,4.601,2.793,5.34,1.315,3.861,8.133,2.629,1.889,3.861,4.436,5.422,4.354,1.15,1.397,5.504,3.135,1.844,2.84,0.959,1.992,0.627,2.914,1.07,4.685,2.656,1.697,1.807,1
Positive_413,9.747,4.692,2.888,6.498,2.166,8.302,3.249,6.859,3.249,3.971,11.551,6.859,3.249,2.527,4.692,6.498,3.971,0.0,2.166,9.747,3.498,5.041,-3.549,-4.938,2.212,5.761,-2.778,-0.412,-1.132,-0.463,-3.858,-2.263,1
Positive_414,11.95,4.527,3.078,5.07,1.81,6.88,3.622,8.692,3.259,5.794,9.959,5.251,3.622,3.622,4.889,5.975,4.165,0.905,2.535,7.967,-0.673,0.259,-3.47,-2.33,1.916,1.709,0.984,2.227,-1.243,-2.434,-0.725,0.207,1
Positive_415,5.468,3.86,3.457,5.468,1.689,7.478,3.538,5.709,2.01,4.985,9.006,8.926,3.216,4.182,4.825,5.066,4.664,1.689,3.377,5.951,-2.08,1.466,-1.182,-0.473,-1.844,0.662,0.331,3.546,0.757,2.506,-0.331,2.08,1
Positive_416,5.356,4.91,7.364,6.918,0.669,6.248,4.686,5.802,3.125,7.811,12.051,7.364,4.241,6.695,3.794,6.918,7.141,1.116,2.678,6.472,-2.673,-1.559,-1.726,-2.506,0.278,-0.947,1.058,2.895,-1.67,-0.557,-2.339,-1.615,1
Positive_417,8.67,6.261,2.649,5.539,2.168,7.225,6.261,5.539,1.445,5.058,12.041,5.299,1.926,3.613,4.576,4.816,3.131,2.409,5.78,6.503,3.28,4.339,-3.28,-5.298,3.734,2.472,-1.009,2.27,-4.339,-4.44,0.303,1.06,1
Positive_418,9.118,5.55,3.303,5.285,1.057,7.268,4.493,7.664,1.982,6.871,8.457,6.475,3.171,3.7,4.757,5.418,4.889,0.925,2.51,6.211,-0.297,-0.149,-4.708,-4.262,2.032,1.982,3.023,4.757,0.0,0.198,-1.883,0.198,1
Positive_419,3.779,3.649,2.996,2.996,1.042,5.472,2.084,3.258,1.173,5.212,5.342,2.475,1.694,4.56,2.866,4.951,3.388,0.521,2.345,4.691,2.354,3.45,1.354,1.806,7.739,5.45,1.387,1.064,-0.258,0.161,6.74,4.257,1
Positive_420,6.448,3.627,2.821,5.641,3.223,8.06,4.03,6.448,1.209,4.03,14.104,8.463,1.612,4.433,5.641,9.671,4.03,1.209,4.835,6.85,-0.319,-1.862,-10.798,-7.128,5.426,3.883,8.191,5.426,-1.223,0.851,-4.202,-4.628,1
Positive_421,5.691,3.57,2.845,3.518,1.293,4.346,3.104,4.501,1.293,5.225,9.364,4.087,2.017,3.932,3.0,6.623,3.983,1.552,2.535,6.726,2.297,2.733,1.307,0.99,1.782,2.97,2.059,1.386,1.584,0.713,1.149,1.822,1
Positive_422,6.528,5.676,3.122,3.973,1.135,9.933,6.244,5.393,1.419,3.69,8.515,4.257,1.987,6.812,3.69,4.257,4.257,0.568,2.839,5.676,-5.308,2.789,-3.464,-4.274,0.99,4.184,-0.45,3.734,3.869,1.889,2.249,3.824,1
Positive_423,7.407,5.29,4.232,4.232,1.323,9.259,4.497,8.201,2.645,7.142,8.994,8.73,2.38,3.968,5.29,6.349,4.762,1.323,5.027,7.937,-3.161,-1.853,0.327,0.381,-6.866,-0.381,0.49,0.545,0.054,2.888,-0.545,-0.872,1
Positive_424,4.106,1.302,1.902,1.202,1.102,2.704,1.602,5.007,0.501,4.106,6.309,2.103,1.202,3.204,3.204,3.004,2.704,1.102,2.003,5.208,5.867,4.125,3.831,1.822,5.974,3.161,4.795,2.84,3.67,1.58,5.009,3.75,1
Positive_425,4.93,3.597,5.329,5.196,2.665,6.128,5.595,6.928,1.466,4.53,10.792,6.795,3.064,3.198,5.996,11.325,6.528,0.933,2.931,5.595,1.087,1.242,-1.605,-0.88,-0.311,1.501,-2.07,1.035,-2.484,-0.362,-0.311,-0.362,1
Positive_426,7.794,6.715,3.357,5.876,0.24,6.595,3.597,6.115,1.679,4.916,10.312,5.036,3.597,1.799,5.156,5.276,3.717,0.6,2.279,5.516,-0.857,1.803,0.361,2.66,0.18,3.336,0.316,1.578,-1.443,-0.676,-0.271,2.84,1
Positive_427,7.62,5.801,3.526,6.028,0.569,7.735,3.64,6.938,2.389,5.46,7.962,5.915,2.275,2.73,3.185,4.777,5.005,0.682,2.957,6.256,2.012,3.018,-1.097,1.006,0.366,-0.091,0.777,4.572,-0.594,0.96,-2.515,0.137,1
Positive_428,11.52,3.766,3.544,4.431,0.887,4.874,2.215,11.52,2.215,6.203,6.425,3.766,3.102,3.102,3.323,7.089,5.095,0.443,2.215,5.759,5.81,3.111,-1.372,-0.869,3.202,1.006,0.732,-0.274,0.183,0.274,-1.83,-1.464,1
Positive_429,13.021,4.611,3.526,5.425,1.628,6.782,2.983,13.292,2.713,6.51,7.324,4.34,4.611,3.526,3.256,8.681,6.239,0.543,2.713,8.409,1.432,-0.22,-4.185,-2.533,2.753,1.211,0.441,-1.817,-1.597,-3.304,-0.441,-1.872,1
Positive_430,11.18,4.845,4.472,4.1,1.118,8.945,3.354,7.827,4.1,7.081,9.69,4.845,3.727,3.354,4.472,7.453,3.727,0.373,1.49,8.945,-2.417,-2.207,-4.624,-4.151,4.992,6.516,-0.788,2.312,-5.728,-2.154,-0.21,3.363,1
