seq_name,APAAC1,APAAC2,APAAC3,APAAC4,APAAC5,APAAC6,APAAC7,APAAC8,APAAC9,APAAC10,APAAC11,APAAC12,APAAC13,APAAC14,APAAC15,APAAC16,APAAC17,APAAC18,APAAC19,APAAC20,APAAC21,APAAC22,APAAC23,APAAC24,APAAC25,APAAC26,APAAC27,APAAC28,APAAC29,APAAC30,APAAC31,APAAC32,druggable
Negative_97,12.048,4.016,1.338,2.678,1.338,2.678,6.358,11.714,3.012,4.35,12.383,3.682,4.35,4.35,3.682,5.02,6.358,1.338,4.686,5.02,1.155,-3.514,0.653,-2.661,3.062,1.556,4.267,0.452,0.402,-2.108,-1.606,-2.058,0
Negative_98,4.521,4.375,1.458,2.77,1.458,3.937,1.896,3.791,1.75,0.583,6.27,2.479,1.166,1.166,4.812,2.917,2.77,0.729,0.438,1.604,5.369,3.969,6.794,3.359,4.936,4.631,4.046,2.239,4.097,4.351,3.079,2.239,0
Negative_99,3.022,2.519,2.015,1.259,2.519,3.022,1.763,1.511,1.259,5.037,10.326,3.778,3.778,3.274,3.526,7.052,2.77,0.252,3.274,4.03,0.957,-0.132,4.916,1.551,7.159,5.213,2.837,2.276,2.441,0.396,4.916,1.485,0
Negative_100,7.93,6.74,1.983,3.965,1.586,6.344,3.172,6.74,2.775,1.586,6.74,4.361,1.983,1.19,5.154,7.137,3.569,0.396,3.569,6.344,6.453,5.828,-0.916,1.624,5.287,5.037,5.079,4.038,-8.659,-2.748,-2.664,-1.624,0
Negative_101,7.762,2.747,4.776,4.896,2.269,5.493,6.09,5.254,2.149,4.18,8.479,4.06,2.149,3.821,7.403,12.181,8.479,0.478,0.955,4.657,-1.474,-2.506,-0.835,0.885,-0.295,-0.541,2.654,2.31,1.13,1.081,-0.934,0.246,0
Negative_102,7.148,4.289,3.574,4.051,2.859,6.672,4.289,5.48,1.668,4.051,8.816,8.34,0.714,1.906,8.102,8.578,5.242,1.668,1.668,5.003,2.212,5.882,-1.082,5.129,-3.153,-0.847,-2.212,1.741,-2.4,0.282,-0.094,0.424,0
Negative_103,5.287,7.199,1.575,3.712,2.362,5.85,4.162,6.975,2.362,2.362,8.887,1.575,1.237,4.162,5.512,5.287,3.712,2.137,2.362,6.862,1.672,3.26,0.293,-0.209,3.343,1.63,2.382,2.466,0.543,0.418,-0.209,0.836,0
Negative_104,10.144,6.199,1.315,4.132,2.442,5.072,4.321,8.453,2.818,2.254,11.834,2.442,0.939,2.818,10.331,13.525,4.321,0.751,0.939,3.569,-0.099,1.529,-2.811,-2.219,-0.197,1.726,-0.148,-1.381,-0.937,0.838,2.022,3.057,0
Negative_105,4.357,1.98,2.772,2.772,1.188,1.98,0.396,1.98,0.396,4.357,3.168,1.584,1.188,1.584,2.772,3.96,1.584,0.792,1.98,2.376,5.051,3.432,1.101,3.583,8.245,6.303,6.044,5.288,2.612,2.806,5.353,7.015,0
Negative_106,17.079,5.066,1.303,3.473,1.303,6.948,2.316,11.579,0.724,0.289,13.171,2.026,0.724,1.303,8.974,4.052,3.329,1.592,0.289,4.631,1.803,1.037,3.111,2.795,-0.225,1.578,-2.299,0.045,0.947,0.361,1.353,-0.676,0
Negative_107,7.745,7.019,0.363,1.815,4.357,6.051,1.936,6.172,4.477,0.242,4.599,4.477,1.089,2.904,6.897,6.172,3.267,0.242,1.452,3.631,1.498,2.322,-2.659,-2.322,5.281,5.356,3.521,2.884,-3.146,-0.15,6.255,6.255,0
Negative_108,5.397,5.821,2.159,2.737,3.122,6.129,3.47,6.785,4.433,1.002,5.397,2.467,0.809,1.504,5.436,6.322,3.778,0.54,1.195,2.12,2.119,2.825,0.671,0.742,4.273,4.944,2.86,3.919,-0.812,1.306,2.648,3.884,0
Negative_109,6.278,5.078,2.862,5.078,2.216,5.078,4.801,7.016,2.769,2.585,9.417,5.263,1.661,3.509,7.847,7.662,3.231,1.016,2.769,5.355,0.595,2.836,-0.046,1.738,1.601,2.699,-1.83,0.457,-1.921,-0.229,0.686,1.921,0
Negative_110,9.645,6.839,0.876,3.156,1.929,3.508,4.208,6.313,2.104,1.578,7.54,2.63,1.578,1.578,8.242,10.697,4.735,0.35,0.526,4.034,-0.164,0.205,3.652,3.365,2.995,2.585,2.872,2.749,-1.559,0.574,-0.205,0.862,0
Negative_111,4.618,4.508,0.22,1.649,0.33,4.399,1.319,2.419,0.33,0.11,2.419,2.419,0.33,0.22,5.278,2.639,1.1,0.66,0.0,1.429,2.621,6.788,4.349,6.333,2.584,5.66,3.785,6.606,4.422,6.424,6.679,7.352,0
Negative_112,11.046,9.446,0.641,3.202,1.601,6.404,5.283,3.362,1.761,2.241,8.805,3.682,2.081,1.921,9.446,6.404,4.483,0.32,1.121,4.163,-1.049,0.699,-0.962,-0.219,0.918,4.196,1.705,4.851,-2.36,-1.748,2.71,3.846,0
Negative_113,3.697,4.267,3.697,3.792,2.465,4.551,2.844,4.077,1.896,3.224,7.205,6.068,1.232,1.707,4.74,8.343,3.034,0.948,1.612,4.267,2.947,2.91,1.142,2.615,2.136,2.983,1.142,2.578,1.621,1.584,1.289,3.389,0
Negative_114,4.447,3.705,1.112,2.224,0.741,4.817,2.594,2.224,2.224,1.482,1.853,5.188,0.741,0.37,4.076,6.299,2.964,0.37,1.112,2.964,6.232,7.185,0.618,2.859,4.533,7.134,3.914,6.438,1.442,1.906,1.957,4.275,0
Negative_115,2.339,2.708,1.231,2.093,1.354,5.048,0.985,2.585,1.477,1.231,2.462,4.678,0.492,0.492,3.324,5.909,2.585,0.862,0.616,2.339,0.919,6.296,2.285,5.109,2.734,6.52,3.114,8.022,2.666,7.26,3.294,6.968,0
Negative_116,8.397,6.496,0.792,0.951,1.426,2.852,2.535,4.436,0.792,0.475,7.288,1.585,1.109,0.951,8.08,5.704,3.328,1.585,0.792,2.694,6.974,5.355,5.697,3.425,5.511,2.024,3.051,1.619,1.619,1.494,0.623,0.342,0
Negative_117,6.915,5.433,2.47,5.926,0.494,9.384,4.939,5.926,2.47,3.952,14.323,1.976,1.482,2.963,10.865,7.902,2.963,1.976,0.987,3.457,1.307,0.145,-5.227,1.307,-3.533,-0.871,3.727,4.405,1.355,5.082,-3.243,-1.258,0
Negative_118,11.69,6.028,1.096,4.384,0.366,4.566,5.48,3.836,1.096,1.462,8.768,2.74,0.366,2.01,11.508,12.97,4.384,1.826,0.548,2.558,1.228,3.683,-0.964,1.403,5.042,2.367,0.044,0.701,-0.438,-0.833,-0.132,0.219,0
Negative_119,7.308,5.116,1.096,3.472,2.557,3.836,5.846,4.932,2.375,1.462,10.779,2.741,1.462,1.279,8.221,6.394,4.567,1.644,1.279,6.211,2.89,2.023,3.097,2.766,1.693,1.775,0.537,1.775,-2.064,0.867,0.743,1.321,0
Negative_120,7.924,5.547,2.575,3.071,1.486,4.556,5.349,6.636,2.278,1.288,5.151,4.259,1.882,2.179,6.24,7.825,3.962,0.99,3.467,2.575,-0.198,1.941,1.743,2.773,1.624,3.447,-0.357,3.883,0.753,3.13,-0.119,2.139,0
Negative_121,3.87,1.209,1.209,0.726,3.386,1.935,2.902,4.837,2.419,2.177,10.159,0.726,0.242,3.628,3.628,8.223,2.419,2.177,1.209,5.321,3.744,1.186,3.245,0.031,5.523,3.651,4.68,2.059,2.683,1.342,5.367,4.087,0
Negative_122,10.463,7.791,1.113,2.226,2.004,2.226,3.117,12.688,2.671,2.448,6.233,1.781,0.89,0.446,13.801,6.455,7.123,1.781,0.446,3.784,1.969,1.79,1.163,2.55,0.045,-0.134,-0.045,0.492,1.834,2.685,-1.253,-0.582,0
Negative_123,7.263,5.857,0.937,3.046,2.499,4.998,3.826,5.545,2.109,1.171,5.545,3.436,0.39,2.577,7.419,5.545,3.358,0.312,1.718,3.046,3.0,4.977,0.812,2.541,2.188,3.212,1.694,2.224,-1.235,0.494,4.73,4.765,0
Negative_124,9.732,5.839,7.786,7.786,4.671,5.061,6.228,9.732,4.282,8.953,7.786,3.114,2.725,2.725,5.449,10.9,8.953,3.504,3.892,7.786,-3.807,-2.348,0.19,0.825,-2.919,-5.266,-7.931,-1.84,2.728,-4.886,0.254,-1.904,0
Negative_125,11.183,4.429,0.664,2.657,2.657,8.636,3.986,6.754,4.318,3.211,6.201,4.207,1.218,1.993,4.983,5.536,6.201,0.0,0.885,7.086,0.26,2.04,-0.955,-1.519,2.474,1.562,0.998,0.391,0.694,0.955,2.778,3.516,0
Negative_126,5.641,4.583,1.234,4.23,0.881,6.698,2.644,5.112,1.234,1.058,5.288,2.997,1.234,1.234,9.343,5.641,2.997,0.881,0.0,4.23,-1.813,2.317,4.399,5.574,3.559,5.641,-0.638,3.929,2.116,3.996,0.302,3.459,0
Negative_127,9.282,8.398,2.21,8.398,4.862,3.094,5.746,12.376,4.862,3.978,13.26,6.189,2.652,4.421,5.305,16.797,9.282,5.305,1.325,11.051,-6.037,-5.413,-3.678,-4.233,4.303,1.527,-7.356,-5.968,-3.747,-6.801,1.249,-2.637,0
Negative_128,5.605,5.168,3.26,4.094,1.67,6.162,5.128,4.85,2.584,3.935,9.581,4.651,1.391,3.419,6.838,10.535,6.321,0.914,1.67,5.764,0.281,2.526,0.187,-0.281,-0.094,1.684,1.263,2.292,-2.245,-1.123,0.561,1.403,0
Negative_129,1.042,7.821,2.086,1.564,0.522,2.607,6.257,17.206,2.607,0.522,1.564,2.086,1.564,4.692,15.12,13.034,4.692,1.042,5.214,2.086,-0.98,0.373,3.64,-0.0,1.633,-1.447,-2.94,-0.373,2.8,1.4,-0.653,3.22,0
Negative_130,2.245,5.511,0.408,0.408,1.429,2.041,3.062,1.225,0.408,0.817,0.612,3.674,0.204,1.021,6.94,4.695,0.612,0.408,0.612,1.021,3.623,4.856,4.09,4.894,7.434,5.08,6.967,4.24,0.579,1.55,11.449,7.882,0
Negative_131,4.603,4.603,3.452,5.754,1.15,3.452,3.452,4.603,1.15,3.452,8.055,4.603,1.15,4.603,4.603,21.865,3.452,2.302,2.302,8.055,-0.097,8.072,-0.773,-5.655,-0.048,-4.882,-4.157,-9.377,5.123,4.302,2.03,8.797,0
Negative_132,8.157,5.421,1.293,3.83,1.044,7.36,7.758,7.559,2.686,2.536,7.858,3.73,1.392,1.841,9.5,7.758,5.62,0.796,0.597,4.924,-2.383,0.917,-3.3,0.779,-0.504,1.696,1.925,3.254,-0.321,2.75,1.329,2.2,0
Negative_133,6.359,2.371,0.323,1.078,1.509,1.401,1.725,4.096,1.186,2.048,6.574,1.401,1.078,3.125,4.311,4.634,3.664,0.646,1.725,5.065,5.323,3.15,6.056,3.721,4.861,2.879,6.002,3.666,3.476,1.874,3.042,1.63,0
Negative_134,6.806,2.269,1.134,1.891,2.269,4.159,3.025,6.05,1.891,4.159,8.319,3.025,3.403,1.512,5.672,5.294,3.025,0.0,2.647,7.94,5.065,0.633,4.469,2.048,-0.745,-2.16,3.948,3.017,3.389,1.676,3.613,0.559,0
Negative_135,7.423,3.869,2.29,2.448,0.395,4.422,6.396,7.975,2.606,2.211,4.896,3.475,1.738,1.738,13.109,9.239,4.027,0.237,2.132,4.264,-0.552,2.037,0.34,3.183,1.698,3.311,0.34,2.801,0.297,1.74,-1.613,1.528,0
Negative_136,11.15,7.744,0.929,1.549,0.0,9.601,5.265,7.124,1.549,0.31,9.601,2.478,0.929,0.619,8.053,5.576,3.097,0.0,0.0,5.265,1.496,5.012,-4.285,0.687,1.576,4.77,-4.85,2.264,0.849,3.112,3.961,4.568,0
Negative_137,9.48,1.724,1.724,1.724,4.309,2.585,2.585,0.0,1.724,1.724,12.065,6.895,1.724,2.585,3.447,6.033,1.724,1.724,0.862,6.895,-1.466,-0.358,7.833,2.11,-5.83,-7.153,6.509,2.933,8.19,4.936,5.186,5.579,0
Negative_138,3.415,5.365,1.463,1.951,0.976,5.691,3.74,3.577,1.301,0.163,3.252,1.626,0.976,0.813,3.089,4.065,2.276,0.651,0.651,1.463,4.046,5.301,6.301,4.487,4.766,3.929,5.627,6.208,2.627,4.325,2.511,3.371,0
Negative_139,6.986,6.288,1.746,2.096,1.048,4.192,1.746,4.89,2.445,2.795,5.589,4.89,2.096,1.048,5.939,7.685,4.89,0.349,1.746,3.842,5.315,4.447,-0.398,0.904,-0.398,1.482,4.23,3.398,4.158,0.687,2.928,0.94,0
Negative_140,6.533,1.307,3.136,2.613,0.522,4.965,1.829,4.181,2.352,3.397,5.749,1.307,1.045,1.307,8.362,12.804,11.236,1.045,1.567,5.749,1.094,0.324,2.106,1.053,0.648,1.215,2.957,1.58,2.39,3.483,2.471,-0.324,0
Negative_141,10.337,10.024,1.566,3.446,1.879,5.012,2.819,9.084,0.626,0.94,5.638,2.819,0.313,1.566,10.65,8.458,2.819,1.253,1.253,4.385,6.409,7.98,-3.141,2.377,0.679,4.457,-2.462,-0.509,-2.674,0.722,0.085,1.188,0
Negative_142,9.212,6.18,2.682,2.798,1.866,5.714,4.781,8.629,2.215,3.965,9.446,2.449,0.7,2.099,8.979,7.347,5.947,1.05,1.633,7.23,-1.471,0.949,2.895,2.895,-1.519,-0.142,0.664,0.095,0.854,-0.0,0.332,-0.475,0
Negative_143,4.06,4.872,1.949,4.06,0.65,6.171,2.598,9.095,0.325,0.974,4.547,2.923,0.65,1.137,4.06,4.872,1.461,0.65,0.65,3.086,-0.059,5.173,1.499,4.233,4.115,4.733,1.47,5.438,0.265,3.322,4.086,6.937,0
Negative_144,6.68,6.552,6.167,4.24,2.955,3.983,5.653,6.296,1.285,3.083,9.507,5.268,2.955,2.184,3.597,11.82,5.268,0.771,3.854,3.854,2.063,2.927,-4.942,-1.823,-2.783,-0.096,3.311,2.399,1.152,0.768,0.576,0.48,0
Negative_145,6.297,2.699,2.699,2.699,3.239,3.778,4.498,5.038,5.217,1.08,10.615,5.757,1.439,3.778,8.276,6.836,5.397,0.18,1.439,2.339,2.124,1.583,-0.791,-1.749,1.166,0.125,2.999,0.875,4.581,2.332,3.29,0.167,0
Negative_146,8.074,2.55,1.275,0.425,2.125,2.125,1.7,6.799,1.275,2.55,7.649,1.7,2.55,4.674,4.674,6.374,3.399,2.125,1.275,4.249,9.831,3.919,3.581,0.338,1.318,0.034,4.493,2.297,2.5,-0.405,3.919,0.608,0
Negative_147,13.656,11.001,3.034,3.414,1.517,5.31,5.69,7.587,4.552,1.138,12.139,1.517,1.517,5.31,7.587,9.484,6.07,0.759,3.034,10.622,-2.931,-2.299,-3.793,-1.954,2.586,2.989,-0.345,-0.402,-3.391,-3.908,-0.057,-1.437,0
Negative_148,6.098,4.878,6.098,6.098,2.439,8.537,4.878,4.878,6.098,3.658,8.537,6.098,4.878,3.658,4.878,6.098,6.098,2.439,6.098,2.439,-4.719,-1.468,10.225,6.03,-7.341,2.15,2.517,2.202,-4.877,-4.719,-1.259,-3.618,0
Negative_149,1.622,4.507,2.524,1.262,4.146,5.227,2.884,3.966,4.326,1.983,2.524,7.391,0.541,1.622,1.442,5.047,4.326,0.0,2.163,2.163,3.222,3.908,-1.939,-2.297,5.131,7.011,0.656,-0.388,-0.925,1.372,11.635,12.947,0
Negative_150,4.563,5.734,3.277,5.851,2.106,5.266,7.255,4.33,2.926,4.096,11.351,3.979,2.574,2.692,11.351,10.532,5.851,0.819,1.404,6.085,0.459,1.633,-2.551,-0.306,0.408,-0.204,1.327,1.02,-0.867,0.663,-2.551,-1.071,0
Negative_151,4.335,4.335,4.335,2.04,6.631,9.691,2.295,7.14,7.65,3.57,5.1,9.181,1.53,5.1,3.315,7.14,7.395,0.255,4.845,3.57,-7.857,-1.84,-6.614,-10.343,2.536,6.266,-0.895,-1.144,-4.475,-0.995,11.437,14.47,0
Negative_152,11.94,11.94,1.493,5.97,2.985,8.955,4.478,7.463,1.493,2.985,5.97,4.478,1.493,2.985,7.463,5.97,7.463,0.0,1.493,2.985,2.2,13.1,-4.15,0.2,-7.15,-2.45,-6.4,-5.6,2.4,5.4,-2.05,4.5,0
Negative_153,5.158,6.146,0.768,3.292,1.317,5.048,1.975,5.158,0.987,1.756,5.268,2.743,0.329,1.646,8.779,6.365,2.743,0.768,0.768,3.731,-0.162,3.496,3.14,3.982,4.532,5.05,3.658,4.241,1.36,3.982,-0.647,2.622,0
Negative_154,3.747,2.044,1.703,1.703,1.363,2.385,3.407,3.067,2.725,1.703,8.176,2.385,1.022,1.363,5.792,6.814,3.067,1.363,2.385,2.385,3.252,2.051,5.127,4.131,2.871,3.545,2.315,3.457,3.076,2.93,4.014,4.629,0
Negative_155,7.377,10.123,0.515,1.544,6.177,3.946,2.917,6.52,6.177,0.686,5.662,3.432,0.171,3.432,4.461,6.52,4.461,0.0,0.858,2.574,3.528,2.133,0.582,-1.706,2.869,2.133,-2.326,-0.698,-2.288,-0.388,8.841,9.771,0
Negative_156,13.24,5.813,3.552,2.583,1.291,8.719,7.75,7.105,2.583,5.167,9.042,5.167,2.583,0.968,8.073,4.844,7.105,0.646,0.968,8.396,3.432,2.587,-2.904,0.106,-0.0,-0.37,0.0,2.112,-3.326,-2.429,-2.64,-2.165,0
Negative_157,9.653,2.414,3.072,1.536,1.097,2.852,2.852,0.658,2.633,1.974,4.388,3.072,0.658,1.974,16.674,10.312,13.603,0.0,0.658,2.633,2.978,1.53,1.53,0.496,0.248,1.654,2.771,2.73,1.654,1.199,0.744,-0.248,0
Negative_158,4.043,2.425,0.0,0.0,0.809,0.809,2.425,8.894,0.0,2.425,4.043,0.809,0.809,3.234,25.066,1.617,1.617,1.617,2.425,0.809,3.417,2.14,3.481,1.565,8.144,2.651,3.322,0.128,3.226,3.449,2.779,1.821,0
Negative_159,6.921,7.532,3.053,2.85,0.203,2.85,2.85,7.328,2.036,2.036,5.7,4.071,1.017,1.425,23.816,8.549,3.664,0.0,1.425,2.239,-0.851,2.105,-3.448,-0.224,1.299,3.493,-1.567,1.747,0.627,2.194,1.209,3.851,0
Negative_160,6.698,4.465,2.233,4.465,2.233,11.165,3.35,3.35,1.117,2.233,6.698,5.582,1.117,2.233,3.35,7.815,6.698,2.233,1.117,3.35,2.567,-0.815,0.0,0.53,5.705,11.451,-5.623,-5.583,5.664,6.601,-0.122,-1.874,0
Negative_161,2.543,2.331,2.119,1.908,2.543,1.272,1.272,1.695,2.543,4.238,9.961,2.755,2.119,5.086,2.543,6.782,5.299,0.0,2.967,5.51,5.927,5.534,1.343,2.063,3.536,2.521,3.929,1.604,3.143,1.67,1.735,1.506,0
Negative_162,5.787,3.1,2.067,2.273,2.273,0.62,1.447,3.72,2.48,3.514,10.541,0.62,2.273,4.133,3.514,4.754,3.307,0.827,2.894,5.581,5.127,2.629,3.943,2.629,4.206,3.122,4.009,1.709,1.61,1.709,1.84,1.742,0
Negative_163,8.55,6.453,1.452,3.63,1.936,6.937,4.113,6.453,2.661,3.307,10.081,3.871,1.855,2.984,10.404,10.001,4.356,1.371,2.097,4.436,1.939,0.242,1.6,0.485,2.714,3.005,-0.291,-0.63,-3.248,-1.066,-1.6,-0.097,0
Negative_164,10.941,8.493,2.304,5.614,2.159,6.478,3.455,8.926,1.295,3.887,14.971,4.319,1.295,3.167,8.782,7.63,4.607,0.72,0.72,8.637,2.06,-0.054,-3.36,-1.355,1.572,1.518,-1.572,-1.355,-2.222,-0.596,-2.873,-0.163,0
Negative_165,5.086,5.75,0.663,3.318,1.99,8.404,7.298,5.75,2.875,2.653,11.058,3.318,1.77,2.653,6.193,7.741,4.423,1.106,1.548,6.413,2.835,6.841,-0.27,0.0,-3.375,0.54,1.53,2.88,-0.225,2.43,-2.385,-0.81,0
Negative_166,2.373,4.746,1.187,2.373,1.187,3.856,5.043,2.373,2.67,2.67,6.526,4.746,0.593,2.076,8.602,9.492,4.746,0.593,1.187,3.559,8.719,6.707,5.189,4.236,-1.377,-0.388,2.118,1.871,1.059,4.412,-2.188,-0.953,0
Negative_167,8.729,8.313,1.039,3.949,0.831,2.494,3.325,4.988,0.831,1.039,7.69,1.247,0.416,1.247,13.717,4.364,3.533,0.624,0.416,2.079,6.945,6.272,3.933,3.047,0.248,1.914,2.339,4.323,-0.602,0.709,-0.035,0.035,0
Negative_168,6.028,4.637,4.637,7.883,1.855,6.955,6.028,4.637,2.318,2.318,9.274,4.173,1.855,4.637,4.637,13.447,3.246,0.928,2.318,3.246,-0.951,6.179,-7.557,-1.046,0.333,1.568,1.426,3.042,5.133,2.614,-5.133,-0.665,0
Negative_169,5.988,5.066,3.685,6.449,3.685,4.145,3.685,3.224,3.685,5.066,13.818,5.988,3.685,2.764,5.988,8.291,4.145,1.842,2.303,6.449,2.749,6.047,3.598,5.497,0.95,-0.35,-3.498,-4.298,1.949,2.199,-7.396,-7.396,0
Negative_170,8.1,5.583,1.337,3.224,3.539,6.055,5.426,10.302,3.224,1.337,10.144,3.145,0.865,2.123,10.773,6.527,4.089,2.359,0.865,4.482,0.842,3.46,-1.59,-0.421,0.421,1.029,1.823,0.608,-1.823,0.421,0.374,1.356,0
Negative_171,7.53,7.53,6.777,3.012,5.271,4.518,6.024,9.036,3.766,6.024,12.049,6.777,4.518,3.012,3.766,14.307,2.259,5.271,6.777,0.753,8.388,2.32,-0.119,-4.7,3.212,1.011,-5.949,-6.96,-10.708,-8.447,0.714,2.261,0
Negative_172,11.751,9.492,1.807,8.135,4.068,9.039,7.231,6.328,0.904,5.876,16.722,6.78,3.164,4.519,7.683,9.492,7.231,2.26,3.164,8.135,-1.07,-1.672,-1.271,-2.14,-1.271,0.803,-0.401,1.204,-12.441,-6.957,-4.816,-3.746,0
Negative_173,3.002,4.074,2.788,3.432,1.716,4.932,4.718,4.504,3.86,4.29,10.294,3.432,1.502,4.074,5.79,11.796,5.79,1.502,2.574,5.576,-0.493,1.076,-1.076,0.224,4.348,2.555,1.479,0.896,2.331,1.793,-0.583,-2.196,0
Negative_174,8.549,4.777,1.257,3.52,2.263,4.274,5.028,8.046,1.508,0.754,7.543,2.765,1.508,3.268,16.09,6.285,2.011,0.251,2.263,4.022,0.989,1.634,1.849,2.021,2.58,1.763,0.817,2.752,-1.763,-0.043,-0.215,1.634,0
Negative_175,5.452,5.782,0.495,2.478,1.487,5.287,4.791,4.626,2.644,1.322,6.113,2.974,1.157,1.817,7.6,5.617,2.974,1.322,0.165,3.304,1.786,3.505,2.831,3.067,3.303,4.28,2.764,1.382,0.607,2.191,3.134,3.741,0
Negative_176,5.891,4.418,0.736,4.418,10.309,2.945,4.418,5.891,2.945,2.945,8.1,0.736,2.945,2.209,5.155,5.155,6.628,1.473,2.945,2.209,-3.505,-1.443,3.258,0.206,1.361,1.237,8.041,6.928,-1.196,0.577,3.464,-1.402,0
Negative_177,4.924,4.455,2.58,2.814,0.703,4.455,2.58,4.69,2.11,0.703,3.518,3.048,0.938,2.345,5.862,6.566,3.283,0.938,1.173,1.876,5.688,4.407,6.164,5.926,3.246,4.735,0.0,2.561,1.578,3.276,0.506,2.353,0
Negative_178,4.154,3.204,0.95,3.204,0.95,6.409,4.984,3.442,1.543,2.492,5.934,2.73,0.831,1.661,8.07,6.409,3.204,1.424,1.068,2.611,1.73,6.136,1.012,4.765,2.415,5.32,0.261,3.035,1.403,4.014,0.555,4.08,0
Negative_179,7.327,6.106,3.664,1.832,3.053,4.274,4.884,6.716,3.664,3.053,6.106,0.611,1.221,0.611,5.495,13.432,7.327,2.443,1.221,5.495,-1.461,1.284,-2.39,4.294,-0.089,0.487,4.338,2.213,-0.841,-0.753,3.586,0.797,0
Negative_180,10.239,4.095,1.152,3.967,0.512,5.887,0.64,5.248,2.432,3.583,4.864,1.664,1.152,1.407,9.727,17.023,11.519,0.384,0.256,4.992,-0.136,2.223,-0.136,2.269,2.314,2.269,-1.316,0.544,0.181,1.316,-2.314,2.042,0
Negative_181,5.709,4.591,1.737,2.73,1.489,4.591,3.847,4.716,2.234,1.986,4.84,5.088,1.365,2.234,5.461,9.184,4.22,0.621,0.869,4.095,1.54,4.082,0.251,1.432,1.253,3.652,2.721,4.117,2.256,4.583,1.504,1.003,0
Negative_182,3.338,6.342,0.668,4.339,0.501,6.342,2.17,6.342,1.001,1.169,8.512,3.838,1.001,1.001,6.676,7.01,3.672,0.668,0.668,4.673,-0.455,2.622,5.594,5.385,1.084,4.406,2.867,4.161,0.594,2.552,-1.364,2.622,0
Negative_183,7.572,10.728,3.155,7.888,0.631,4.102,4.417,9.782,2.84,3.786,13.252,2.524,1.262,3.155,9.782,11.675,3.471,0.631,0.631,7.888,-1.31,-1.474,-2.02,1.146,-1.528,1.801,-0.873,3.876,-6.004,-2.784,0.764,-0.764,0
Negative_184,1.973,1.184,1.184,0.789,0.789,8.683,3.157,4.341,1.578,0.0,3.157,2.763,1.184,0.395,2.763,4.736,1.184,0.0,0.0,0.789,1.829,10.0,2.846,9.045,1.016,9.837,-0.041,8.211,1.484,7.622,0.894,6.606,0
Negative_185,7.706,9.247,2.312,1.541,1.541,3.853,5.394,7.706,4.624,1.541,13.1,2.312,0.771,5.394,8.477,6.165,4.624,1.541,2.312,4.624,0.664,3.27,1.611,1.706,0.474,0.616,2.227,2.038,-0.616,2.085,-3.791,-5.071,0
Negative_186,11.38,6.078,1.293,1.94,0.776,3.621,3.233,8.923,1.681,1.164,6.854,2.457,0.906,1.422,16.553,7.242,4.655,1.035,0.517,2.586,2.15,1.897,1.391,1.223,2.698,2.614,-0.211,1.265,-1.223,-0.422,1.602,2.698,0
Negative_187,7.922,2.732,0.273,0.82,1.639,1.639,2.732,7.376,1.912,1.912,10.654,0.273,1.639,0.546,2.459,6.556,2.732,0.82,0.273,4.917,7.239,2.333,4.786,1.825,6.431,2.124,4.128,1.316,6.401,0.867,2.782,-0.06,0
Negative_188,5.091,2.096,1.198,0.899,1.497,3.294,2.995,4.193,0.899,3.294,8.086,5.091,2.396,1.198,3.294,6.289,2.396,0.899,0.3,3.594,2.419,4.189,3.923,3.658,4.189,2.537,5.28,5.221,1.121,1.445,3.304,3.717,0
Negative_189,11.989,11.369,1.86,3.514,0.827,5.168,3.721,7.855,2.274,0.827,12.817,1.033,1.033,2.481,7.028,4.547,2.687,2.687,1.654,4.961,-2.484,-0.768,-3.659,-1.942,7.949,5.149,1.942,2.846,-0.181,-1.129,1.22,0.723,0
Negative_190,6.004,5.782,3.113,3.558,5.337,7.561,4.003,5.337,3.558,3.558,5.115,5.782,2.669,4.003,5.782,9.117,3.336,0.667,3.336,4.892,2.035,1.665,-2.729,-0.37,3.423,5.92,-1.203,-0.833,-1.156,0.139,-2.035,2.636,0
Negative_191,5.068,2.465,1.233,1.507,1.643,1.781,2.328,5.753,1.096,2.603,8.355,1.096,1.233,3.835,2.054,6.164,3.424,2.054,1.507,4.52,6.539,4.539,1.165,0.836,3.822,1.374,5.434,2.956,5.196,3.165,3.703,1.553,0
Negative_192,15.482,5.873,1.601,2.936,2.669,6.139,5.873,9.076,2.135,1.335,11.746,1.068,0.801,2.135,14.148,8.809,3.47,1.335,0.801,5.873,-2.169,-0.62,1.498,3.564,-2.841,-2.583,1.136,0.517,-1.291,-0.723,0.258,-0.052,0
Negative_193,7.174,5.144,2.148,3.173,2.128,6.701,6.74,4.671,3.43,2.799,15.097,3.41,1.833,2.68,6.307,7.352,3.863,1.833,1.774,5.42,0.515,1.639,-2.576,-1.78,2.576,2.81,1.171,1.405,-0.656,-0.187,0.375,1.03,0
Negative_194,7.439,5.455,0.992,1.984,2.48,5.951,3.967,3.471,2.48,0.992,17.357,0.496,1.984,0.496,6.943,8.431,3.471,0.496,1.488,4.96,2.725,3.497,4.473,-2.033,5.612,3.497,-0.813,1.871,1.057,0.691,-1.871,-0.041,0
Negative_195,7.615,9.066,3.627,2.538,6.89,6.89,3.989,5.803,3.263,1.813,9.066,5.077,0.725,1.813,5.803,3.989,3.263,1.088,0.725,5.803,6.397,3.776,-1.288,2.399,-2.932,-1.733,1.955,1.644,0.888,-0.666,-0.844,1.555,0
