seq_name,APAAC1,APAAC2,APAAC3,APAAC4,APAAC5,APAAC6,APAAC7,APAAC8,APAAC9,APAAC10,APAAC11,APAAC12,APAAC13,APAAC14,APAAC15,APAAC16,APAAC17,APAAC18,APAAC19,APAAC20,APAAC21,APAAC22,APAAC23,APAAC24,APAAC25,APAAC26,APAAC27,APAAC28,APAAC29,APAAC30,APAAC31,APAAC32,druggable
Positive_96,9.217,3.01,2.822,8.089,1.317,10.534,2.445,5.455,2.069,4.327,8.653,8.841,0.94,6.207,3.95,4.327,4.327,0.94,2.257,5.831,-0.573,2.723,-4.443,-0.812,1.338,8.887,-3.774,2.437,-2.198,3.01,-2.819,0.669,1
Positive_97,7.458,7.019,3.51,6.141,1.755,8.773,3.071,9.212,2.193,1.755,11.844,9.212,1.755,6.141,2.632,7.458,3.071,0.877,2.193,10.089,-2.07,0.531,-3.875,-0.584,-4.14,2.972,-0.372,0.159,-0.955,1.433,-1.911,2.654,1
Positive_98,4.107,20.531,0.0,0.0,4.107,12.318,4.107,32.849,4.107,4.107,24.636,0.0,4.107,0.0,16.425,12.318,16.425,16.425,0.0,4.107,-0.632,-7.678,-14.273,-5.601,-35.321,-12.285,-7.769,3.975,8.853,-10.298,-0.542,0.903,1
Positive_99,1.638,3.275,4.504,11.055,2.047,5.323,1.228,2.866,1.228,1.638,4.504,4.913,2.457,3.685,2.047,6.142,1.228,2.047,0.819,2.866,0.197,5.667,3.538,6.453,7.763,12.25,-2.653,-0.098,-0.328,2.293,-2.391,1.802,1
Positive_100,6.03,6.934,2.713,5.427,2.412,2.713,1.809,3.618,1.206,2.412,6.331,3.919,1.206,2.111,3.618,3.919,2.111,0.302,1.508,3.316,9.574,7.284,0.159,0.413,3.212,3.849,2.894,4.93,1.908,0.127,0.477,1.559,1
Positive_101,5.051,6.945,1.578,5.051,0.631,5.366,0.947,3.472,1.578,4.103,5.997,3.472,1.894,3.157,2.525,3.788,3.472,0.0,4.103,6.629,3.139,3.244,-1.604,1.884,-1.151,0.628,4.395,6.732,0.035,0.035,6.069,6.836,1
Positive_102,13.88,5.315,4.134,4.725,1.181,5.315,6.793,7.974,2.658,5.315,11.813,3.544,2.067,4.134,5.315,5.906,4.725,0.0,1.772,5.315,-2.292,-1.528,-0.917,1.07,0.357,0.764,0.509,1.681,1.579,1.07,-1.274,-2.904,1
Positive_103,10.786,6.04,3.02,7.335,0.431,7.766,7.766,12.081,2.157,7.335,17.259,5.609,1.726,3.451,6.472,6.904,5.609,1.295,7.335,6.04,4.804,1.011,-6.764,-4.551,-4.362,-6.448,-3.982,-3.477,-7.459,1.517,0.822,2.465,1
Positive_104,4.728,10.316,3.869,9.026,0.0,10.316,2.149,10.746,1.719,7.737,10.316,10.316,3.009,8.597,3.869,6.447,3.009,0.0,5.159,14.615,-5.416,-0.504,-10.39,-0.882,6.108,2.456,-9.257,-2.645,-2.015,4.912,-6.675,-1.637,1
Positive_105,8.893,4.788,5.7,8.437,0.684,6.613,2.736,7.753,3.192,6.385,8.437,5.245,2.28,6.157,7.297,7.297,5.472,1.14,5.472,5.017,-2.834,-0.817,-1.199,0.054,-0.817,-0.926,-0.272,-2.452,1.962,2.943,-2.943,-1.689,1
Positive_106,8.893,4.788,5.7,8.437,0.684,6.613,2.736,7.753,3.192,6.385,8.437,5.245,2.28,6.157,7.297,7.297,5.472,1.14,5.472,5.017,-2.834,-0.817,-1.199,0.054,-0.817,-0.926,-0.272,-2.452,1.962,2.943,-2.943,-1.689,1
Positive_107,7.602,3.932,7.077,5.898,1.835,7.471,4.063,6.946,1.704,7.995,7.602,8.519,1.573,4.98,4.063,7.34,4.194,0.786,3.801,5.767,-0.774,2.682,-7.736,-5.106,1.496,4.59,0.309,3.404,-1.599,-1.186,-0.516,1.289,1
Positive_108,10.867,8.397,0.494,6.916,0.988,2.964,3.457,7.903,4.445,3.952,8.397,0.0,2.469,1.481,2.964,4.445,6.421,3.457,1.976,7.409,-2.995,-5.32,0.626,4.157,-0.313,-3.979,4.202,5.633,2.816,0.447,3.397,1.922,1
Positive_109,12.284,3.583,3.071,6.654,0.0,5.631,3.583,7.166,1.536,7.678,9.725,5.631,1.536,4.095,5.118,7.678,5.631,0.512,3.583,8.189,2.212,-0.103,1.389,-5.298,-5.967,-5.658,0.206,3.549,-3.344,1.749,4.475,3.909,1
Positive_110,15.949,8.473,1.496,6.978,0.996,4.486,3.988,9.221,1.496,3.489,11.464,1.994,1.246,2.243,5.482,3.988,5.981,0.996,1.994,9.719,-1.932,-1.576,0.559,-0.763,1.678,1.271,-1.068,-0.559,-0.966,0.407,0.102,1.169,1
Positive_111,9.754,4.601,5.89,5.153,0.92,5.337,2.761,9.018,2.025,5.153,6.809,3.681,2.209,3.865,8.834,4.417,9.203,3.497,3.129,6.994,-3.459,-3.872,1.859,-3.046,1.084,-2.323,2.633,0.568,2.685,2.22,-0.774,-0.826,1
Positive_112,6.314,1.96,6.75,8.056,0.0,4.354,5.226,7.621,1.96,5.008,6.967,9.58,2.177,5.226,2.613,8.491,8.71,1.089,5.443,5.443,-1.081,2.626,-3.038,-3.45,0.515,1.287,-1.184,-1.493,1.339,1.905,-2.42,2.008,1
Positive_113,6.39,3.994,4.793,5.059,1.331,10.118,1.598,7.988,2.13,4.526,11.982,8.787,1.598,5.858,4.526,4.526,3.195,0.799,5.059,5.592,-2.896,1.847,-6.89,-6.041,1.797,1.897,-1.198,3.245,1.198,3.245,2.147,1.797,1
Positive_114,11.338,3.198,4.07,5.524,0.291,4.361,3.488,10.466,4.361,3.488,9.012,6.396,3.488,3.488,7.558,2.616,9.012,1.745,3.198,7.558,-2.564,0.052,0.89,0.628,2.721,-0.052,-1.308,-2.878,1.413,-1.204,-0.471,-1.884,1
Positive_115,15.949,8.57,2.856,9.046,0.477,5.237,2.856,10.236,4.285,2.618,10.713,1.904,0.952,3.571,7.855,5.237,7.141,3.333,4.523,6.666,-5.017,-2.338,-4.903,-4.39,-0.342,2.052,0.627,4.39,-2.452,-4.618,1.368,1.596,1
Positive_116,9.44,6.468,6.468,8.216,1.048,4.545,6.292,7.516,3.321,5.769,11.362,2.972,2.797,5.593,5.244,5.769,5.069,2.621,4.895,5.769,1.834,0.056,-3.335,-0.222,0.834,-0.889,-3.558,-1.946,2.112,-1.001,-1.556,-3.502,1
Positive_117,6.69,2.23,4.459,8.919,6.69,11.149,0.0,13.38,4.459,4.459,17.839,17.839,6.69,2.23,4.459,11.149,11.149,0.0,4.459,13.38,-6.217,-16.679,-7.127,6.748,-12.434,-16.831,10.159,19.03,-14.784,-7.885,-4.321,-1.289,1
Positive_118,9.956,4.794,7.006,5.531,1.475,7.006,8.112,7.006,0.0,7.744,11.063,4.794,3.688,6.269,7.744,4.424,8.482,1.843,2.581,7.375,-4.5,-2.922,-4.617,-4.851,0.526,-0.701,2.104,0.818,-1.812,-3.857,1.929,0.994,1
Positive_119,9.372,4.513,5.727,6.422,0.0,3.644,4.165,8.851,1.388,2.95,6.942,4.338,2.082,4.165,1.735,7.116,5.554,1.909,3.471,3.297,-1.49,-0.044,2.41,2.892,-0.876,0.131,2.936,3.199,0.351,1.358,0.394,1.096,1
Positive_120,4.636,5.794,6.532,3.161,2.213,5.057,3.899,6.111,1.264,6.637,8.85,4.741,2.424,2.95,3.161,4.846,6.321,2.95,2.318,5.9,0.987,1.436,1.032,0.898,1.93,2.424,3.232,2.783,-2.693,0.718,-1.661,-0.853,1
Positive_121,9.315,4.075,2.91,5.239,0.0,6.986,6.986,6.404,4.658,6.986,10.479,4.658,3.493,6.986,4.075,8.732,5.239,1.164,2.329,4.658,-0.948,-0.738,-4.373,-8.219,5.848,-1.844,-1.897,2.898,-1.949,-2.213,7.429,0.632,1
Positive_122,10.454,5.3,5.521,5.889,1.472,7.509,4.932,10.821,2.651,6.11,12.0,5.3,2.797,3.239,5.521,6.258,5.595,1.178,3.68,8.318,-0.974,-1.203,-3.494,-3.608,-1.947,0.057,0.229,-0.63,0.0,-1.031,-0.974,-0.974,1
Positive_123,5.288,2.783,3.896,3.896,6.401,5.566,1.113,6.401,1.67,4.453,5.566,8.349,1.391,5.566,8.905,6.401,7.514,1.391,3.896,5.566,-2.208,0.144,-0.192,0.72,-0.0,1.584,-0.864,-3.985,-0.384,-2.304,5.425,6.049,1
Positive_124,7.365,6.37,2.786,3.981,2.388,4.379,3.981,5.176,2.189,1.791,8.957,2.986,1.394,3.383,8.957,10.151,5.773,2.388,1.791,6.967,0.373,1.025,0.978,1.584,0.373,-0.14,2.189,-1.63,0.233,0.093,2.934,-1.164,1
Positive_125,2.715,4.313,4.792,3.994,2.236,4.153,2.396,4.313,1.917,5.112,7.668,5.272,1.917,5.432,4.632,4.473,4.953,0.479,1.757,5.751,3.405,2.544,-0.117,-1.722,2.661,4.932,2.779,2.779,-0.47,-0.274,2.387,2.818,1
Positive_126,15.503,2.214,5.906,5.168,1.477,2.214,3.691,9.598,1.477,3.691,9.598,10.336,2.953,3.691,2.214,4.43,8.121,0.738,2.214,7.382,7.491,5.798,-2.925,-0.924,1.385,-3.951,1.283,2.617,-0.462,-2.104,-5.952,-4.874,1
Positive_127,7.113,0.0,0.711,2.845,4.979,4.267,0.711,7.824,4.267,2.134,2.845,13.514,2.134,2.845,2.845,1.423,0.711,0.0,0.0,3.557,0.777,2.589,-0.712,-1.456,0.453,3.592,7.864,11.262,2.848,5.89,-0.55,2.718,1
Positive_128,11.886,4.218,6.901,6.135,1.534,11.12,3.067,9.969,1.917,4.218,9.586,4.985,3.451,6.135,10.352,7.669,8.053,1.15,3.451,9.202,-4.062,-1.187,-4.375,-4.437,2.5,3.125,-2.25,0.0,-4.562,-3.0,-4.062,-2.687,1
Positive_129,4.369,3.884,10.681,3.884,0.485,2.913,4.369,11.652,1.942,6.312,4.369,4.369,2.427,3.398,3.398,8.254,8.254,3.398,6.312,6.798,-6.038,-4.718,0.558,-3.957,2.943,6.697,2.943,-2.435,-2.79,-2.334,2.943,4.718,1
Positive_130,16.498,3.437,1.375,6.874,1.375,2.75,5.499,6.187,1.375,2.062,5.499,8.936,1.375,4.124,4.124,4.812,2.75,1.375,2.062,4.812,-4.583,-4.234,3.492,0.393,1.702,6.809,-3.492,0.786,0.436,0.655,5.238,5.5,1
Positive_131,3.76,4.102,6.153,3.76,3.076,5.127,1.025,5.127,2.735,6.837,3.76,12.648,1.025,4.102,2.051,7.863,3.419,1.709,2.735,2.735,-3.141,0.963,-1.424,-1.047,0.251,1.214,0.963,3.057,4.564,6.993,1.424,2.429,1
Positive_132,12.223,5.975,1.358,4.889,1.358,4.074,4.617,7.334,3.531,3.26,8.148,1.901,2.445,2.988,4.889,6.247,4.617,3.26,1.087,4.889,0.713,0.267,2.851,2.049,2.138,1.247,2.361,2.094,-0.802,-4.499,2.138,0.356,1
Positive_133,11.519,10.666,1.707,2.56,0.0,8.959,2.133,8.533,2.56,3.84,9.386,2.987,1.28,6.827,7.254,6.4,2.56,0.427,2.56,5.547,-1.71,0.733,0.098,2.589,3.517,5.52,-2.931,4.152,-5.471,-0.489,-2.394,-1.319,1
Positive_134,12.337,10.063,4.22,9.74,0.0,7.791,5.843,8.766,3.896,4.545,10.714,3.571,3.246,7.466,7.142,3.896,8.766,1.623,8.117,7.791,-5.699,-4.793,-2.073,-1.295,-7.902,-3.756,2.267,0.648,-1.749,-2.785,-1.295,-1.101,1
Positive_135,15.869,3.441,3.06,7.265,1.53,7.839,2.486,12.81,2.294,7.839,7.265,7.648,2.677,2.294,6.118,3.441,5.162,0.574,2.486,11.472,-0.398,-2.669,0.17,-0.398,-0.114,-1.704,-2.271,-2.612,-1.533,-0.454,-1.363,-0.227,1
Positive_136,12.331,5.536,2.768,2.768,0.251,9.814,4.026,8.053,2.013,7.046,8.556,5.285,2.517,3.271,4.278,2.265,3.775,1.007,3.523,6.795,1.63,1.87,-5.609,-2.828,2.013,0.623,2.061,3.547,1.582,-0.671,-0.192,0.096,1
Positive_137,18.104,7.798,0.278,5.849,1.95,6.127,3.063,10.584,3.621,1.671,10.305,1.95,2.507,1.392,3.343,6.127,4.735,1.671,1.114,9.748,-0.204,0.306,-2.803,-4.638,-0.561,-0.102,-0.917,1.733,0.765,2.803,1.376,0.306,1
Positive_138,5.624,4.687,6.874,7.187,0.937,5.937,4.999,8.749,3.75,7.499,14.373,6.249,2.812,3.437,2.5,6.562,7.187,1.875,4.687,6.874,-0.169,0.282,-4.625,-2.876,-0.056,-3.158,-3.666,-0.846,-2.143,-0.169,3.666,0.959,1
Positive_139,3.663,2.198,20.517,7.328,2.931,5.862,2.198,3.663,2.931,14.655,15.387,9.525,3.663,6.594,5.862,6.594,5.129,0.732,5.129,8.06,-2.653,-2.387,-5.438,-8.024,1.393,5.172,1.592,0.928,-3.912,-1.459,-9.682,-8.156,1
Positive_140,16.304,3.623,6.039,5.435,0.0,9.662,9.058,6.039,1.208,6.039,11.473,7.246,2.415,7.85,4.831,7.246,3.623,2.415,3.623,6.643,2.778,-0.483,1.993,-3.623,-1.389,3.261,-2.234,-4.167,-6.643,-8.696,-4.287,2.717,1
Positive_141,8.33,5.7,3.727,5.481,0.0,7.453,3.727,7.453,3.508,6.577,6.797,4.604,1.096,6.797,4.604,7.016,5.92,1.096,2.192,4.823,0.581,1.647,-4.845,-3.828,2.665,2.18,0.436,1.163,-1.017,-1.696,3.731,2.083,1
Positive_142,8.519,9.68,2.323,3.872,0.775,13.552,2.323,8.519,1.549,6.583,10.455,11.229,2.711,7.357,3.485,6.583,4.647,1.936,2.711,9.68,-2.666,0.474,-16.884,-9.064,-0.889,2.488,6.043,7.583,-1.481,0.237,-4.502,0.178,1
Positive_143,5.908,3.376,4.219,6.752,0.0,5.063,7.595,5.908,2.532,4.219,6.752,9.284,2.532,7.595,3.376,8.439,9.284,0.844,2.532,13.503,-1.481,-2.578,-13.714,-5.211,5.924,5.924,3.95,5.266,-3.675,-0.384,-1.097,-2.633,1
Positive_144,15.402,8.036,4.018,6.028,0.67,7.367,4.018,9.376,4.687,5.358,13.393,4.018,7.367,3.348,8.706,6.697,7.367,1.339,2.678,12.054,1.385,-2.836,-9.96,-7.19,1.649,-3.166,-2.77,-1.187,-5.871,-4.815,1.847,0.989,1
Positive_145,10.25,7.48,3.324,7.48,1.385,4.71,4.71,8.864,2.771,4.156,14.406,5.264,3.047,2.771,4.156,6.649,4.986,1.939,2.771,7.757,0.599,-1.688,-7.676,-4.246,0.109,-2.232,4.083,4.409,0.218,1.361,-2.286,-1.524,1
Positive_146,10.253,3.417,6.266,3.417,0.0,7.404,2.848,7.404,2.278,5.696,11.391,6.835,3.417,2.848,3.987,5.696,3.417,0.0,2.848,9.683,-2.23,-4.014,-0.644,-2.924,2.626,4.361,6.046,2.626,2.279,2.973,-5.302,-4.906,1
Positive_147,13.338,8.892,1.667,3.056,0.555,9.17,1.389,9.447,1.389,2.779,15.005,3.056,1.389,2.501,4.446,1.389,3.613,0.834,1.389,6.946,-3.413,-1.245,1.338,-2.214,5.812,6.596,0.646,0.323,2.721,-1.845,-0.969,-0.0,1
Positive_148,8.847,6.135,3.425,6.564,1.712,7.562,3.568,9.275,3.425,6.564,6.706,5.85,2.426,2.711,5.565,5.138,5.707,2.283,4.424,6.278,-2.292,-1.51,-2.031,-1.719,3.906,3.958,0.521,1.562,-1.51,-0.677,-2.552,-1.823,1
Positive_149,12.341,3.572,3.572,6.495,2.273,8.119,5.196,9.093,4.871,8.119,9.418,8.768,4.222,5.521,5.846,7.145,8.768,2.598,5.196,9.418,-1.044,-2.48,-7.245,-6.593,4.569,0.979,-1.305,-4.243,-2.285,-3.525,-2.937,-4.439,1
Positive_150,12.977,9.179,4.115,7.597,0.95,8.23,5.064,12.661,2.216,4.748,10.129,1.582,1.582,6.014,8.863,4.432,6.647,1.266,4.432,6.647,-2.745,-1.551,3.282,0.418,-2.029,1.551,2.625,-0.239,-5.907,-1.85,-6.683,-6.205,1
Positive_151,9.468,10.962,3.987,4.485,0.498,7.972,6.976,8.471,2.491,3.488,12.457,2.491,2.491,1.993,7.475,8.969,4.485,2.99,2.491,5.979,-3.927,1.715,-0.94,-4.204,1.438,1.881,0.83,0.774,1.217,1.106,-3.872,-6.637,1
Positive_152,5.536,3.757,3.163,5.339,1.582,7.711,4.153,4.35,1.78,7.909,10.677,8.304,1.582,2.768,2.966,5.536,3.559,0.198,2.175,5.141,3.527,3.086,-4.012,-2.513,3.792,4.145,1.279,2.205,3.395,3.792,-5.203,-1.675,1
Positive_153,6.13,5.759,3.343,4.922,1.3,7.802,5.015,5.572,2.508,5.386,9.288,5.851,3.158,2.787,6.408,7.523,4.737,1.3,3.529,5.386,-1.905,0.928,-3.42,-0.733,2.052,2.247,-0.195,0.977,-0.147,-0.537,1.612,1.417,1
Positive_154,6.576,5.433,3.574,5.004,2.002,6.862,3.574,6.576,2.859,3.002,8.434,5.575,2.859,3.145,4.717,2.574,4.717,1.573,3.145,7.005,2.587,2.765,1.16,0.714,3.078,2.632,0.223,-0.803,-2.453,-1.74,0.714,1.918,1
Positive_155,8.262,8.262,5.163,8.262,3.099,13.427,5.163,15.491,4.132,10.328,11.361,10.328,5.163,8.262,6.196,7.229,5.163,3.099,4.132,14.46,-2.198,2.904,-15.463,-8.399,-3.454,-1.962,-2.983,-3.768,-5.73,0.235,-7.614,-8.556,1
Positive_156,4.303,7.529,1.434,2.51,3.944,5.737,3.586,5.02,1.792,0.717,7.171,2.151,3.227,2.868,8.964,7.171,1.792,1.434,1.075,6.812,-0.832,-0.277,-0.872,0.594,2.853,1.862,7.29,9.786,-0.079,-0.158,-0.079,0.674,1
Positive_157,6.077,8.037,1.372,2.745,1.568,5.489,4.313,6.077,1.372,1.96,7.841,4.705,0.784,3.333,7.45,5.685,2.157,0.784,1.372,3.333,-1.606,1.797,0.229,2.791,2.867,3.096,5.81,4.587,1.414,3.402,-2.37,1.529,1
Positive_158,14.625,5.281,4.062,8.124,0.0,6.499,2.437,9.343,2.844,4.469,10.156,2.437,0.812,7.312,5.281,6.094,8.937,1.625,5.281,7.312,1.299,-1.807,-2.71,-3.049,1.863,-0.508,2.259,-1.412,-0.056,0.847,-4.63,-5.025,1
Positive_159,7.618,9.14,3.554,6.602,1.524,7.618,5.078,5.078,2.54,6.094,13.71,9.648,3.554,5.586,3.046,6.602,6.602,0.508,4.57,8.632,3.402,0.938,-1.584,-2.287,-0.528,2.991,0.176,-1.056,-9.795,-7.507,-2.815,0.762,1
Positive_160,5.221,5.221,5.221,6.17,1.424,7.119,2.373,5.696,0.949,4.747,9.018,4.272,3.323,4.272,2.373,5.221,4.272,0.475,1.898,6.17,-3.845,-1.88,-6.536,-4.101,2.221,5.98,12.858,11.32,-0.47,-3.845,-0.769,3.631,1
Positive_161,3.996,4.852,2.569,5.138,0.285,8.277,0.57,5.423,0.857,5.423,7.421,7.707,1.712,2.569,3.711,5.138,3.139,0.57,3.425,9.419,-1.562,1.891,3.576,3.0,5.878,8.919,2.589,6.206,-4.275,-1.48,-4.644,-2.302,1
Positive_162,14.086,1.657,1.657,3.314,0.0,6.629,1.657,8.286,3.314,4.143,8.286,4.971,1.657,2.486,5.8,7.457,10.771,1.657,1.657,5.8,3.383,1.62,1.191,-0.667,0.81,1.667,0.905,-3.192,1.81,-2.144,0.381,-1.048,1
Positive_163,10.409,6.406,1.601,4.538,2.135,5.071,8.807,6.406,3.736,2.402,10.409,2.135,1.068,4.003,8.274,7.206,5.338,1.868,3.47,6.139,0.304,1.014,1.927,-1.268,-1.014,2.84,-0.71,-4.564,-3.043,1.927,0.963,0.203,1
Positive_164,6.964,5.753,2.119,9.084,0.909,6.661,3.331,6.661,2.119,7.267,10.598,7.873,1.817,3.331,1.817,7.267,6.056,0.605,3.633,3.936,-0.733,1.418,-4.499,-1.516,-1.565,1.516,0.88,5.33,-1.956,2.445,-0.587,1.467,1
Positive_165,7.135,5.513,5.513,8.109,1.622,10.379,7.46,4.216,2.595,9.082,12.0,5.189,2.92,5.513,4.216,8.433,6.487,2.271,5.189,8.109,-1.646,2.317,-4.634,-3.598,-2.805,2.988,-0.61,-1.768,-1.159,-0.366,-5.854,-4.817,1
Positive_166,11.087,4.712,8.592,9.146,0.554,5.821,6.098,13.581,1.663,5.543,6.098,5.543,4.434,5.543,2.494,7.76,6.928,5.266,6.098,6.651,-6.119,-8.467,-1.669,-2.101,-1.422,-2.967,4.203,2.472,-1.051,-2.287,-2.967,-1.236,1
Positive_167,9.073,3.428,6.452,5.344,0.403,3.73,5.142,7.461,1.008,4.638,8.166,3.528,1.916,4.234,4.335,8.872,9.275,1.411,3.327,7.561,-0.199,-1.192,1.043,-0.397,-2.582,-1.738,2.532,0.794,-0.248,0.894,1.49,0.298,1
Positive_168,10.269,6.301,9.102,5.601,0.7,5.601,5.368,13.07,1.401,7.702,6.535,3.734,2.101,3.268,5.601,10.269,13.07,1.167,4.202,7.936,-3.506,-3.752,0.062,2.091,-3.198,-2.276,-3.875,-5.474,-2.706,-1.784,-0.554,1.968,1
Positive_169,15.314,4.177,1.856,3.248,0.464,4.641,1.392,6.497,1.856,4.641,10.209,1.856,2.785,0.0,6.033,6.961,5.105,1.392,0.928,5.105,3.209,-0.633,-0.38,-1.014,7.264,4.856,-0.253,-1.309,2.28,-0.253,1.562,0.211,1
Positive_170,4.828,7.023,6.584,6.584,0.0,5.267,2.195,7.901,1.756,4.389,11.85,12.29,3.073,1.317,4.389,6.144,3.95,2.195,2.633,8.779,-3.816,-2.114,0.516,2.476,-3.352,0.928,-2.888,-2.218,4.332,5.054,-3.559,1.496,1
Positive_171,6.649,4.433,7.228,6.264,0.674,4.722,3.854,6.168,1.446,3.373,7.228,3.758,2.795,4.337,5.686,6.168,6.456,1.253,5.493,5.3,-1.539,1.306,0.28,1.912,-4.011,-0.513,-0.7,1.959,0.466,2.146,1.632,3.778,1
Positive_172,3.39,6.215,6.497,7.345,1.412,11.863,1.412,9.322,3.107,5.932,9.887,8.473,2.542,7.062,4.802,7.908,6.497,3.107,4.802,10.451,1.647,5.979,0.61,5.735,-5.308,-3.356,-9.396,-6.04,-5.247,-0.183,-4.21,-2.257,1
Positive_173,10.131,10.131,3.165,5.698,0.633,14.562,3.799,5.065,3.165,6.332,16.463,4.432,5.698,6.332,8.231,8.864,6.332,1.266,5.065,9.497,-0.472,1.079,-6.136,-0.202,-6.878,-8.159,0.472,-2.9,4.383,7.552,-15.779,-7.822,1
Positive_174,5.943,6.201,5.426,5.943,1.809,6.976,5.426,5.167,1.809,4.65,6.201,8.268,2.326,4.134,6.718,10.076,5.167,1.033,3.1,8.009,2.035,3.653,-3.184,-1.514,-1.409,2.975,-3.288,-0.939,-1.148,-0.731,-1.305,0.47,1
Positive_175,16.002,2.489,6.046,5.69,0.0,4.623,6.4,9.957,1.778,4.623,12.09,9.245,2.489,4.267,5.334,9.245,4.978,2.133,3.556,9.245,-4.447,-5.829,1.983,-0.541,2.644,1.142,-4.808,-0.481,-0.421,-1.743,-1.743,-5.95,1
Positive_176,8.694,3.415,2.173,5.588,0.31,9.004,1.553,7.451,1.553,6.52,10.246,9.004,1.242,4.037,3.105,1.863,6.21,0.31,0.31,8.694,-0.183,2.465,-4.427,-5.066,3.332,6.298,2.465,4.427,-1.643,1.278,-0.73,0.502,1
Positive_177,4.601,7.668,2.556,5.623,0.0,9.202,1.022,2.045,1.022,6.646,8.18,6.646,1.534,3.067,1.534,2.556,2.556,0.511,2.556,3.067,2.904,4.247,-10.454,-6.134,0.871,2.468,14.991,19.891,2.323,4.973,-7.26,-1.416,1
Positive_178,11.995,7.497,0.5,4.498,1.499,4.498,8.497,7.497,2.499,1.999,11.995,2.499,0.999,5.498,4.997,5.498,5.998,0.999,2.998,8.497,1.413,2.928,0.353,-0.707,6.461,-0.353,-0.05,-2.675,-3.584,-0.707,-3.635,-0.404,1
Positive_179,7.305,4.869,4.869,7.608,0.305,7.913,1.826,4.869,1.218,4.261,10.956,5.174,2.435,4.565,3.044,7.0,6.392,2.435,5.478,6.392,0.346,3.66,-4.451,-2.72,-2.275,1.236,4.896,0.89,-2.127,-3.61,2.522,2.72,1
Positive_180,12.73,3.321,6.641,6.641,1.107,8.302,4.428,11.623,0.554,9.962,9.41,8.856,2.767,3.321,3.874,6.641,4.428,0.0,1.661,14.944,2.242,1.758,-4.0,-5.152,0.788,3.455,-7.273,-4.0,-5.939,-5.152,0.303,1.758,1
Positive_181,2.76,2.315,5.877,4.719,3.473,5.877,3.74,4.095,2.671,7.034,9.26,6.945,2.137,4.987,6.144,11.397,6.233,2.405,4.007,7.658,-2.386,-0.571,2.853,1.4,-1.089,-1.919,0.726,0.622,0.622,-1.089,-1.608,-1.297,1
Positive_182,5.109,4.025,3.096,4.18,2.013,7.586,3.406,4.645,1.703,4.025,7.896,6.038,1.084,3.251,4.025,8.515,4.645,0.929,2.787,5.109,4.666,5.464,-2.06,-1.555,-1.934,0.42,-0.925,2.774,2.06,1.261,0.925,4.834,1
Positive_183,4.148,5.185,4.77,6.222,2.074,6.429,3.733,5.599,2.074,5.599,10.162,8.502,2.281,3.733,5.599,7.259,4.148,2.074,2.903,6.222,0.839,0.444,-3.011,-2.616,1.382,2.567,2.912,1.826,-0.592,0.938,-1.974,-1.431,1
Positive_184,5.931,3.483,2.918,4.708,1.695,8.661,3.389,3.577,2.354,2.26,5.272,3.86,2.26,1.977,3.295,3.295,4.708,0.847,1.883,6.12,0.979,4.458,0.906,2.537,0.471,4.458,1.341,5.69,-0.326,2.936,2.066,1.993,1
Positive_185,2.238,3.637,3.637,3.357,1.679,4.476,1.958,3.917,1.399,1.958,5.595,3.357,2.238,2.798,3.637,3.917,2.798,0.559,1.399,5.595,1.023,4.632,7.398,6.857,0.962,1.744,4.18,4.722,1.504,2.346,1.714,2.767,1
Positive_186,5.615,4.368,2.34,3.015,0.988,4.783,2.808,4.627,1.924,5.095,8.682,4.315,2.235,3.275,2.548,6.135,4.211,0.884,1.715,5.147,0.598,2.578,2.092,1.942,2.503,2.503,3.474,2.503,-0.075,0.897,2.764,3.511,1
Positive_187,3.347,3.347,1.673,1.673,3.347,0.837,1.673,2.51,5.02,0.837,3.347,6.693,1.673,0.0,4.183,3.347,2.51,0.0,1.673,2.51,7.53,6.601,0.0,3.163,5.723,3.313,5.422,2.761,2.284,4.167,4.116,4.719,1
Positive_188,8.371,7.279,3.761,4.731,0.242,4.61,5.338,8.371,0.971,2.305,10.676,3.275,2.062,3.397,5.217,6.43,4.488,1.699,3.033,7.643,1.784,2.019,-3.568,-2.676,1.033,0.329,3.146,1.362,1.596,0.798,-0.235,0.516,1
Positive_189,6.606,3.974,2.847,2.954,1.826,4.028,2.9,5.156,1.719,3.276,6.929,2.847,1.934,3.061,2.578,4.673,2.685,0.591,1.934,5.21,2.201,2.845,3.691,2.337,2.201,1.863,4.673,4.673,2.54,2.337,1.355,1.558,1
Positive_190,3.658,1.829,3.048,6.097,1.219,3.658,1.829,3.658,1.829,3.658,4.268,7.316,3.048,3.658,1.829,5.487,3.048,0.0,1.829,0.61,8.713,9.698,0.123,2.217,7.482,9.36,4.957,6.897,-3.14,-0.954,-5.049,-1.878,1
Positive_191,10.372,7.112,3.556,6.52,1.185,7.112,3.26,8.001,1.185,5.927,11.854,7.112,2.964,2.964,4.445,6.52,4.741,1.779,2.964,10.076,-4.002,-2.906,-10.088,-5.647,1.919,2.303,6.25,4.605,-3.509,-0.603,-0.11,2.138,1
Positive_192,6.087,3.409,4.139,5.6,0.487,5.965,3.166,6.452,0.853,5.357,5.357,6.574,1.582,2.922,3.044,4.261,5.722,0.244,1.826,5.6,1.258,3.107,-1.455,1.416,2.674,3.343,3.343,4.522,-0.079,2.006,-0.629,1.848,1
