seq_name,APAAC1,APAAC2,APAAC3,APAAC4,APAAC5,APAAC6,APAAC7,APAAC8,APAAC9,APAAC10,APAAC11,APAAC12,APAAC13,APAAC14,APAAC15,APAAC16,APAAC17,APAAC18,APAAC19,APAAC20,APAAC21,APAAC22,APAAC23,APAAC24,APAAC25,APAAC26,APAAC27,APAAC28,APAAC29,APAAC30,APAAC31,APAAC32,druggable
Negative_315,5.42,3.843,5.519,4.631,1.872,4.533,3.35,4.04,1.676,3.055,5.716,2.957,1.971,2.168,5.913,9.657,4.829,0.887,2.562,4.139,1.693,2.205,0.354,1.654,2.717,3.898,1.654,1.496,0.039,1.575,1.575,2.402,0
Negative_316,11.196,14.249,2.036,4.071,4.071,8.142,9.16,7.125,2.036,1.018,17.303,2.036,2.036,8.142,9.16,11.196,1.018,3.053,0.0,10.178,-6.679,0.382,-5.089,1.59,5.344,0.382,1.272,5.153,-12.532,-6.17,-4.008,-6.87,0
Negative_317,3.242,5.043,2.882,6.484,1.801,4.683,4.322,8.285,1.801,8.285,5.764,3.602,1.08,3.602,5.043,8.285,5.404,0.36,3.963,11.167,-1.474,2.758,-1.522,0.333,4.042,-1.474,-4.945,-3.471,3.614,0.903,4.375,1.759,0
Negative_318,3.694,7.388,4.433,4.433,2.955,2.216,3.694,7.388,4.433,3.694,8.865,5.172,3.694,2.216,5.172,8.126,3.694,2.955,0.739,5.172,5.633,8.112,-0.946,5.092,1.848,1.352,-0.09,-1.983,-5.588,-5.047,-1.577,3.064,0
Negative_319,5.0,6.666,3.333,1.667,0.0,5.833,0.833,9.166,6.666,1.667,8.332,2.5,3.333,4.166,8.332,7.5,4.166,1.667,2.5,7.5,-2.997,2.816,7.584,1.907,0.727,3.497,2.271,-1.544,0.272,2.77,-2.77,-5.359,0
Negative_320,1.785,6.247,4.462,2.677,3.569,4.462,5.354,3.569,1.785,4.462,3.569,5.354,0.892,4.462,7.139,5.354,3.569,2.677,4.462,2.677,-6.753,-7.381,5.34,-0.55,6.714,5.536,6.91,7.852,3.259,2.591,0.864,-2.905,0
Negative_321,6.517,6.982,0.465,2.793,5.12,2.327,0.931,7.912,3.724,3.258,12.101,0.0,0.931,0.0,19.549,12.101,5.12,4.189,1.396,1.862,2.626,3.551,-1.994,-1.411,-0.486,-0.535,1.119,0.73,-0.243,-0.73,0.146,-0.049,0
Negative_322,11.925,7.218,1.569,4.394,1.883,4.707,2.197,8.786,3.138,1.883,11.611,4.394,4.394,3.138,8.159,7.845,3.138,0.941,4.394,6.276,1.224,0.561,-1.53,1.785,0.459,-0.408,-2.244,-2.397,-2.652,0.051,1.53,1.632,0
Negative_323,6.016,4.011,5.348,4.011,4.011,10.026,5.348,4.011,2.673,1.337,12.701,6.016,2.005,0.668,4.011,7.353,3.342,0.668,0.668,3.342,11.559,13.004,-2.89,1.182,-4.86,0.919,-3.021,-0.788,-3.327,-1.401,-0.744,2.802,0
Negative_324,3.672,1.028,2.203,1.616,0.294,0.588,1.175,3.526,1.763,5.582,9.401,1.322,2.203,3.526,3.379,4.26,4.554,1.763,2.497,1.469,5.387,3.712,2.623,2.623,7.201,2.568,5.442,1.535,3.991,2.596,4.382,2.121,0
Negative_325,7.841,11.326,3.485,8.712,5.227,3.485,3.485,1.743,0.871,3.485,18.295,4.355,2.614,3.485,13.068,6.098,6.098,0.871,5.227,8.712,3.673,4.206,-2.133,-4.443,3.791,4.858,0.533,0.178,-9.419,-6.931,-5.983,-6.813,0
Negative_326,5.027,2.932,1.675,2.932,4.608,0.838,1.257,5.865,1.675,5.027,4.19,2.095,2.095,1.257,8.379,2.932,3.352,0.0,4.608,3.77,4.258,1.548,4.065,1.935,6.452,0.968,2.742,2.29,6.355,-0.839,4.194,1.516,0
Negative_327,1.16,4.64,0.58,0.0,3.48,1.16,1.16,4.06,1.16,2.32,5.22,3.48,0.58,1.74,1.74,1.16,1.16,0.0,1.74,2.32,4.274,5.887,7.208,4.138,7.966,3.575,6.276,4.235,5.343,3.07,5.09,4.08,0
Negative_328,2.932,4.398,2.199,1.466,5.864,3.665,2.932,4.398,0.0,2.199,6.597,3.665,1.466,6.597,2.932,2.932,0.733,0.0,0.733,1.466,2.401,3.059,9.005,7.576,-2.201,2.887,1.63,1.115,2.001,5.86,4.345,5.146,0
Negative_329,4.143,2.071,5.178,2.071,7.249,3.107,2.071,3.107,0.0,4.143,8.285,8.285,1.035,7.249,2.071,2.071,4.143,0.0,0.0,1.035,6.765,5.183,0.909,-0.0,6.294,5.015,-1.077,-0.404,-0.707,0.572,5.116,5.015,0
Negative_330,8.738,4.369,0.874,0.0,4.369,4.369,1.747,3.495,2.621,6.116,6.116,5.242,2.621,4.369,1.747,0.874,1.747,0.0,0.0,1.747,6.055,1.284,9.694,7.523,-3.425,-2.63,2.508,0.612,10.795,4.22,3.547,-1.346,0
Negative_331,5.862,4.758,2.549,2.719,1.529,5.607,2.974,5.862,1.784,1.19,6.881,4.842,0.51,1.444,5.267,8.751,3.228,0.425,1.274,3.568,0.675,2.095,2.947,3.942,1.953,3.196,2.344,4.581,-0.888,2.237,2.237,3.658,0
Negative_332,4.201,2.1,2.1,1.575,1.575,1.575,2.625,3.675,0.525,4.201,9.451,1.05,1.05,6.3,2.1,6.3,2.1,0.0,2.1,4.726,1.839,1.157,4.539,0.237,3.678,2.699,10.323,6.912,4.954,3.026,1.661,-0.356,0
Negative_333,16.36,4.624,2.312,3.912,1.066,5.69,2.846,10.848,1.6,3.912,12.982,4.98,3.024,1.422,4.268,7.646,5.156,0.89,0.712,8.002,0.358,0.102,-2.607,-3.579,2.607,0.665,3.17,1.636,0.307,-0.307,-1.84,-2.761,0
Negative_334,4.499,1.125,4.499,0.0,1.125,4.499,6.748,3.374,5.623,5.623,5.623,6.748,2.249,3.374,22.493,14.62,5.623,2.249,0.0,6.748,-5.021,-1.656,0.427,-2.404,-4.434,-0.908,-0.267,-3.205,-3.365,0.908,4.808,8.28,0
Negative_335,9.812,6.94,2.632,3.351,5.505,5.983,6.94,9.334,2.394,3.351,12.924,4.069,2.632,3.351,8.616,7.18,6.223,2.394,3.111,5.744,2.081,3.6,-5.793,-4.106,-4.949,-2.643,-7.93,-3.206,0.9,4.949,3.037,1.575,0
Negative_336,11.064,1.66,3.319,1.66,0.553,1.106,4.979,11.617,1.106,2.213,4.979,1.106,3.319,2.766,16.596,4.979,6.086,0.553,6.638,6.638,2.37,1.766,2.045,-0.372,2.509,-2.184,1.487,0.418,0.697,-4.043,1.766,0.604,0
Negative_337,3.831,7.662,3.831,5.747,7.662,6.705,1.916,4.789,4.789,6.705,3.831,9.578,1.916,2.873,4.789,10.536,13.408,2.873,2.873,1.916,-8.009,-1.84,3.788,4.654,-0.595,-2.976,-3.247,-3.355,2.597,4.708,-3.788,-0.162,0
Negative_338,2.044,2.724,2.724,0.0,5.449,4.087,2.724,1.362,0.681,3.406,2.724,6.13,0.681,2.044,3.406,2.724,2.724,1.362,3.406,5.449,5.613,3.854,1.899,4.999,3.714,5.808,5.585,6.339,0.503,3.156,0.894,1.787,0
Negative_339,2.43,3.24,6.479,2.43,5.67,4.05,3.24,3.24,1.62,4.859,7.29,6.479,4.05,0.81,4.05,10.529,4.05,0.81,4.05,3.24,0.785,-0.578,3.841,2.644,1.074,1.28,4.957,5.618,2.561,-1.157,-0.578,-3.057,0
Negative_340,4.978,2.716,5.43,1.81,2.716,4.978,4.073,2.716,0.905,5.43,7.241,6.788,3.168,2.716,7.694,6.335,6.788,0.0,1.81,4.525,3.23,4.472,-0.083,0.787,-0.414,6.542,-1.656,-0.331,-2.567,0.745,1.491,4.969,0
Negative_341,1.164,3.491,1.164,3.491,6.984,2.328,2.328,8.148,1.164,8.148,11.64,11.64,1.164,1.164,8.148,4.656,5.82,2.328,1.164,5.82,10.897,9.333,-0.782,-3.172,-2.851,-1.609,1.149,-0.046,-5.701,-4.276,2.667,2.437,0
Negative_342,3.358,2.519,3.358,1.679,5.877,0.0,2.519,5.037,1.679,2.519,6.716,4.198,2.519,5.877,5.037,3.358,2.519,1.679,0.84,4.198,2.718,2.521,3.733,2.423,3.831,1.965,1.703,0.065,5.206,0.622,5.927,3.798,0
Negative_343,3.851,5.437,2.719,4.531,2.265,5.89,4.304,4.078,1.359,2.719,6.343,5.89,1.359,2.492,5.89,7.702,4.078,2.719,2.038,4.531,4.25,5.092,-1.724,-0.842,1.925,6.897,-1.524,1.002,-1.323,-0.882,1.524,5.413,0
Negative_344,5.637,3.288,6.106,3.288,2.818,6.576,3.288,6.576,1.409,9.864,4.697,5.637,2.818,1.409,6.576,3.288,6.106,0.0,2.349,7.515,0.759,1.071,-1.026,-1.205,-3.481,-3.347,1.473,2.008,1.071,1.339,6.56,5.533,0
Negative_345,6.376,9.165,0.398,2.59,1.594,5.977,3.188,5.977,0.797,0.398,8.767,0.996,0.797,1.195,3.188,6.177,1.992,0.598,1.594,3.188,7.697,3.638,7.373,4.287,0.877,2.631,2.209,3.865,-4.06,0.65,2.501,3.378,0
Negative_346,13.021,6.076,1.736,5.208,5.208,5.208,5.208,3.472,1.736,1.736,8.681,1.736,1.736,3.472,1.736,6.944,6.944,0.0,3.472,3.472,0.564,1.345,3.733,5.295,-0.825,-3.038,-4.21,-0.738,2.214,3.516,0.651,4.688,0
Negative_347,11.211,12.145,1.868,3.737,3.737,5.605,7.007,8.875,1.868,1.868,13.079,0.934,2.802,3.737,10.276,5.605,2.336,3.737,0.934,12.145,1.419,-0.114,-8.343,-7.094,4.54,3.859,0.114,-2.157,5.392,2.384,-9.535,-3.973,0
Negative_348,6.484,9.726,0.0,4.458,0.81,3.242,6.484,6.078,2.837,1.621,8.915,1.621,2.837,1.216,10.942,9.32,4.458,1.216,0.81,2.837,-1.546,1.332,-1.503,-2.148,2.191,4.768,4.167,3.565,-1.117,0.043,2.363,1.976,0
Negative_349,4.926,7.389,4.926,6.774,6.157,8.62,8.005,8.62,1.231,3.694,6.774,2.463,4.926,4.926,4.926,8.62,6.157,6.157,12.314,6.157,6.002,1.052,-4.517,-2.351,0.619,-1.856,-0.866,4.95,-0.681,-4.765,-8.168,-13.181,0
Negative_350,10.942,7.136,1.903,3.568,2.141,3.568,3.806,7.612,1.665,2.617,16.175,2.855,1.903,3.092,7.612,5.471,4.995,1.903,2.141,5.233,1.252,-1.108,-0.771,-1.59,5.106,1.927,0.337,-0.626,0.963,-0.096,-1.204,-0.53,0
Negative_351,14.645,3.995,3.107,3.995,1.775,6.213,3.107,11.095,1.775,3.995,9.32,6.213,3.551,3.107,3.995,8.432,7.544,3.107,1.332,7.988,3.465,1.029,0.108,-1.083,-2.112,-1.191,-0.217,0.271,0.271,-2.166,-2.328,-4.331,0
Negative_352,8.333,5.666,3.667,5.333,4.666,4.666,3.333,5.0,1.0,5.333,8.333,8.333,3.333,1.667,4.666,5.333,5.333,1.334,4.666,3.333,1.353,4.433,-1.773,2.24,2.193,3.453,-1.493,2.473,-5.32,-4.153,1.213,2.053,0
Negative_353,11.9,3.105,1.035,2.587,2.587,1.035,2.07,6.726,5.174,2.07,13.97,2.587,1.552,1.552,3.622,6.209,2.587,2.587,2.587,6.726,1.357,-0.123,-0.576,-1.275,2.509,0.0,-1.111,-1.111,9.955,6.047,2.468,-0.411,0
Negative_354,8.919,5.903,1.989,4.684,2.374,5.005,3.465,7.058,2.567,3.529,11.165,4.427,1.925,2.567,7.058,7.829,7.123,1.155,2.502,9.56,1.058,1.663,1.008,0.605,0.504,1.058,-2.167,-1.815,-0.554,0.403,-0.857,-1.714,0
Negative_355,7.192,8.219,1.37,3.082,2.055,8.904,4.452,8.562,0.342,0.342,10.96,1.37,1.027,0.685,3.424,3.424,1.027,1.027,0.0,1.712,3.39,5.811,-3.84,-1.038,7.056,6.157,3.251,4.428,-1.245,2.698,1.799,2.352,0
Negative_356,7.011,3.005,6.009,3.005,5.008,4.006,6.009,2.003,3.005,5.008,13.021,7.011,3.005,1.002,9.015,13.021,8.013,1.002,2.003,3.005,-9.427,-4.688,-2.604,-2.865,1.979,-1.198,-4.219,-1.198,6.667,4.323,4.792,4.271,0
Negative_357,7.662,4.696,2.719,4.202,5.19,9.639,3.954,5.438,2.471,2.471,8.651,1.73,2.471,1.978,5.932,4.943,5.684,0.494,1.483,4.696,3.244,4.022,-4.369,0.476,1.514,1.125,3.244,6.92,-1.73,1.125,-3.417,1.341,0
Negative_358,5.432,5.506,1.762,4.771,1.762,5.506,4.258,4.037,2.789,2.128,5.946,3.964,1.835,1.688,6.166,9.543,4.184,0.881,2.202,3.01,0.503,3.095,1.973,3.172,0.774,3.25,0.619,2.94,-1.122,0.735,3.211,3.482,0
Negative_359,8.781,4.649,4.133,2.583,2.583,5.424,4.649,8.781,1.808,1.808,5.682,3.616,2.583,2.583,10.331,13.947,3.357,0.516,3.616,4.908,2.36,3.276,-0.048,-0.385,-2.36,-0.963,-3.709,-1.301,-0.723,0.289,2.794,4.432,0
Negative_360,5.811,6.728,3.365,7.035,5.2,7.647,3.976,6.728,2.447,3.976,13.458,5.505,1.835,5.505,8.259,11.011,4.588,2.753,3.671,8.564,3.778,2.479,-1.712,-3.011,0.767,2.774,-1.181,-1.299,-5.903,-8.323,-3.601,-2.834,0
Negative_361,8.695,6.087,4.348,3.478,2.391,7.173,4.348,6.738,4.13,4.999,11.738,4.348,2.608,4.13,6.087,7.173,5.217,0.653,1.522,7.391,2.581,1.704,-3.201,-2.736,-2.788,-2.323,7.021,5.937,0.103,-0.62,-4.801,-4.13,0
Negative_362,10.669,8.487,1.455,4.607,1.697,8.729,5.335,8.729,1.213,1.94,8.729,3.637,0.727,4.122,10.427,6.546,4.122,1.455,3.152,4.122,2.198,2.048,-3.097,-0.5,0.0,2.997,1.948,3.946,-6.593,-4.346,-0.649,2.148,0
Negative_363,12.855,6.922,3.956,3.956,1.978,6.922,2.966,8.9,1.978,6.922,14.833,3.956,2.966,6.922,6.922,8.9,6.922,0.988,0.0,6.922,-0.117,0.992,1.692,-2.275,-4.959,-3.092,-0.525,-3.384,-3.209,-1.109,1.4,-2.1,0
Negative_364,3.003,6.607,0.601,1.201,1.802,5.105,2.402,1.201,1.201,1.201,7.207,3.604,3.003,0.901,4.805,3.003,1.502,0.901,0.901,1.502,6.405,7.283,6.018,4.39,4.726,4.959,2.531,-0.026,4.442,4.571,1.369,1.679,0
Negative_365,8.671,4.002,0.0,2.001,2.001,3.335,3.335,5.337,0.667,1.334,11.34,0.667,0.667,1.334,2.001,2.668,4.002,2.668,2.001,3.335,0.522,-0.184,0.123,3.928,7.027,3.16,6.536,4.449,4.265,2.577,4.817,1.411,0
Negative_366,7.028,4.761,2.721,5.895,2.493,5.667,5.895,7.935,2.493,3.854,12.695,3.854,1.587,4.988,7.935,8.162,7.028,0.453,2.947,7.935,-1.967,1.063,-3.615,-2.605,0.638,-0.425,-1.116,-2.552,2.02,0.957,0.266,1.01,0
Negative_367,8.567,8.767,0.597,3.188,2.192,7.372,6.376,7.771,3.387,1.594,10.959,2.988,1.594,4.184,7.372,6.973,5.38,1.395,1.196,6.575,2.904,1.476,-2.854,-0.984,6.348,3.888,1.23,0.443,-4.183,-1.23,-3.543,-1.919,0
Negative_368,9.871,4.361,4.591,5.739,4.132,6.772,4.018,9.067,1.148,8.034,9.527,8.034,2.869,4.935,7.116,8.608,7.231,1.262,2.754,7.575,-0.412,0.471,-5.765,-2.647,1.824,0.647,-1.118,-3.0,-2.235,-1.176,-1.824,-2.412,0
Negative_369,4.206,3.711,2.721,2.227,3.463,6.185,2.969,2.227,0.99,3.463,7.422,4.7,1.237,2.969,3.216,5.443,5.69,1.237,2.227,4.948,2.672,3.598,-2.601,-1.211,4.809,6.021,2.066,4.133,2.921,2.387,0.855,3.099,0
Negative_370,5.767,3.845,0.64,5.127,1.922,2.563,2.563,2.563,2.563,5.767,8.33,4.485,0.64,1.922,7.689,10.894,4.485,1.282,1.282,1.282,7.902,11.38,-0.151,5.331,-0.038,0.529,-0.265,-1.399,-0.491,1.285,-0.302,0.605,0
Negative_371,5.878,6.718,0.84,3.359,1.26,7.138,5.039,11.757,2.1,1.26,3.779,2.519,0.84,2.1,10.497,6.718,2.519,1.679,1.26,2.519,-2.673,2.712,0.957,4.627,-1.436,4.228,2.194,5.265,2.314,0.957,-2.593,3.67,0
Negative_372,3.16,4.74,4.74,1.58,3.16,9.48,11.059,9.48,6.32,4.74,22.12,9.48,11.059,9.48,14.219,14.219,4.74,0.0,1.58,7.9,-2.605,-0.996,-3.142,-2.912,-17.011,-5.211,-7.51,-10.575,2.069,-6.59,3.602,-2.375,0
Negative_373,8.174,12.845,2.92,2.336,2.92,3.503,5.254,8.174,1.751,2.336,7.007,2.336,1.167,1.167,7.59,7.007,2.92,2.92,1.751,2.92,5.089,5.133,-2.175,-3.045,-0.957,0.304,-3.523,-1.0,12.832,6.873,-6.264,-0.261,0
Negative_374,6.112,1.188,1.358,1.698,2.037,1.188,1.528,5.433,1.528,1.528,11.884,1.019,0.679,2.546,3.226,5.094,2.886,1.868,0.849,3.395,4.877,1.74,3.565,2.082,3.622,1.455,6.902,3.993,4.763,1.54,4.849,3.565,0
Negative_375,6.274,4.182,1.195,2.689,3.585,5.377,3.585,7.767,2.39,0.897,5.676,2.988,0.597,1.792,5.974,5.377,4.78,0.597,1.792,3.585,2.737,5.155,4.301,5.866,1.173,2.417,3.093,4.017,-2.879,0.569,1.066,1.386,0
Negative_376,5.698,4.103,3.191,2.735,1.595,4.558,2.735,6.838,1.595,4.103,7.066,5.242,1.595,2.279,5.698,5.926,4.786,0.912,3.191,5.014,1.774,0.237,4.338,3.509,2.011,3.47,1.696,1.577,0.986,-1.341,1.932,0.946,0
Negative_377,7.803,6.069,0.866,9.537,1.734,7.803,6.069,5.202,0.866,4.335,8.67,6.069,2.601,6.069,7.803,6.936,7.803,0.0,0.866,5.202,3.274,4.552,-5.473,-5.269,5.064,6.138,-4.092,0.0,-13.913,-5.627,2.404,10.639,0
Negative_378,2.591,3.239,1.943,3.239,3.887,3.887,1.943,1.943,0.648,1.943,1.943,5.182,1.943,1.943,3.887,3.239,5.182,0.648,1.296,3.239,5.269,4.382,4.462,2.366,3.871,6.452,3.548,5.995,3.306,-0.484,2.016,5.054,0
Negative_379,6.05,4.974,1.479,4.168,2.151,6.05,6.184,3.495,0.941,2.554,7.394,5.109,1.21,2.017,5.109,6.856,4.302,0.807,0.538,5.243,5.67,4.981,1.648,2.375,0.575,2.835,3.295,4.521,-2.299,-0.038,-0.115,-0.077,0
Negative_380,10.79,10.183,1.824,4.407,2.736,8.359,8.359,12.006,2.736,1.368,16.717,2.887,0.912,1.064,6.687,8.359,6.231,1.215,1.824,7.751,-4.075,-2.27,-1.397,-1.048,-2.154,0.698,2.386,5.297,-2.503,-1.572,-5.763,-4.016,0
Negative_381,5.372,2.954,3.491,2.686,3.089,2.551,4.432,6.446,2.149,4.029,11.415,2.954,0.805,3.223,6.312,7.252,5.775,1.477,2.417,5.237,1.429,1.555,2.69,0.378,2.564,0.799,3.405,2.564,2.522,-0.378,-0.504,-1.093,0
Negative_382,4.378,5.053,2.021,2.021,2.021,4.042,6.063,6.399,2.694,3.032,10.778,0.673,0.673,4.378,3.032,6.399,6.399,1.347,2.694,6.063,2.164,2.685,2.325,-0.521,3.447,0.762,3.727,1.242,-0.802,-0.641,4.729,0.721,0
Negative_383,4.877,5.284,1.626,4.877,3.251,4.064,8.128,6.503,0.0,4.877,8.534,3.658,2.439,2.845,6.096,6.909,5.69,3.251,3.658,4.471,2.321,1.639,-0.41,-2.412,-1.092,1.274,-2.594,-2.094,1.912,-2.185,6.554,6.054,0
Negative_384,10.581,7.662,4.378,4.013,3.284,9.487,4.378,11.312,4.378,4.378,10.581,4.013,4.013,4.013,7.297,4.013,5.473,3.649,4.378,9.487,-4.287,-0.423,3.08,2.838,-5.556,-5.676,0.543,1.147,-7.669,-4.408,2.536,-2.899,0
Negative_385,8.848,4.356,3.812,3.403,0.545,4.901,5.309,6.126,1.089,2.042,7.623,3.948,2.042,2.178,8.031,10.346,6.262,1.361,0.953,4.084,0.785,2.836,0.349,0.393,3.49,5.454,-0.131,2.051,-1.789,-1.92,-0.349,1.571,0
Negative_386,11.572,7.522,3.472,3.472,2.893,7.522,4.05,6.944,1.735,2.893,19.093,4.629,1.157,2.315,6.364,6.944,6.364,2.893,2.315,7.522,-5.304,-1.061,-8.543,-6.253,1.173,4.299,3.518,-1.396,-2.401,-1.563,6.309,-0.447,0
Negative_387,7.593,6.681,3.644,5.163,2.733,6.985,8.807,7.896,4.555,5.163,16.399,8.199,2.43,3.036,9.111,11.541,5.466,2.126,1.518,13.666,2.853,0.796,-6.37,-5.773,-0.929,-1.924,-6.105,-4.711,-3.915,-1.792,-3.251,-1.593,0
Negative_388,11.407,5.931,3.194,7.299,2.737,8.668,7.756,8.213,1.825,4.106,16.881,8.668,1.369,4.562,12.775,8.213,7.756,0.912,3.65,9.581,1.355,0.068,-8.198,-4.336,-1.423,4.065,1.152,1.084,-10.569,-7.249,-8.062,-3.388,0
Negative_389,10.575,5.977,2.529,4.828,2.069,4.828,2.989,6.207,2.299,3.908,8.506,3.448,1.609,3.218,6.207,6.897,5.287,1.379,1.839,7.356,-0.69,3.448,0.598,0.414,0.644,-0.092,0.322,0.092,0.598,0.092,2.483,0.138,0
Negative_390,4.006,5.342,3.561,4.896,8.012,4.451,1.781,8.012,1.335,1.335,4.896,4.451,2.671,3.115,4.451,6.676,4.451,0.89,1.781,5.786,0.41,1.474,-4.382,-2.621,-3.89,-0.696,-0.328,1.106,4.464,7.494,7.74,7.33,0
Negative_391,9.166,5.57,1.886,3.816,2.72,5.921,5.834,5.614,2.105,2.368,14.956,4.298,0.877,2.457,5.658,7.543,3.903,1.316,1.929,5.044,-1.302,0.93,-1.395,-1.116,2.232,2.417,2.278,3.115,-0.744,0.0,0.558,0.046,0
Negative_392,4.584,2.802,1.656,1.274,3.057,3.311,2.674,4.075,0.891,2.674,7.896,1.911,1.146,2.165,4.33,5.094,3.693,1.401,1.783,4.839,2.634,2.358,3.89,2.971,4.472,3.522,4.472,3.4,4.257,2.757,1.868,2.144,0
Negative_393,3.861,4.344,1.93,0.966,6.274,2.896,3.378,3.861,3.378,1.93,4.344,4.826,2.413,0.966,2.413,6.757,3.378,1.93,0.966,6.757,-3.007,-1.149,4.054,2.703,1.52,4.358,0.912,0.878,7.635,5.27,4.426,4.831,0
Negative_394,16.769,5.178,0.986,1.726,1.726,6.166,7.152,7.152,2.466,0.493,15.536,1.973,0.986,2.466,8.384,4.439,2.22,0.74,1.233,3.699,1.327,0.503,-2.242,-2.928,5.169,2.882,4.529,2.013,0.549,-1.647,-0.778,-0.869,0
Negative_395,6.937,6.287,1.517,3.468,3.252,3.252,2.818,4.119,1.951,1.734,11.489,2.385,1.517,3.902,4.769,6.503,2.168,1.084,1.734,4.986,4.818,2.58,-2.921,-1.48,0.341,2.086,4.666,5.842,3.225,1.442,2.238,1.29,0
Negative_396,2.605,4.342,1.737,1.302,1.737,4.342,0.868,5.21,2.171,3.039,4.776,3.039,0.434,2.605,2.605,3.907,1.737,0.434,1.737,2.605,4.611,4.841,4.944,5.328,2.049,3.765,6.019,4.022,3.509,5.43,0.589,3.663,0
Negative_397,8.185,5.05,0.871,3.309,1.393,6.966,2.961,6.792,2.438,1.393,9.23,4.005,1.393,1.045,4.18,5.747,3.134,0.522,1.568,3.483,-0.184,3.315,1.473,5.709,3.315,4.751,-0.479,3.094,-0.11,4.015,-0.773,2.21,0
Negative_398,5.267,3.476,3.371,2.95,1.791,4.319,8.112,4.425,1.686,2.844,8.638,4.951,2.002,1.791,5.794,10.008,4.108,0.421,2.107,4.003,1.6,1.395,-0.164,1.559,3.283,2.749,0.164,0.78,2.257,1.313,1.108,1.888,0
Negative_399,4.83,5.367,1.61,2.415,2.683,0.805,2.952,4.026,1.342,4.026,10.197,1.342,1.61,4.83,2.952,4.294,4.026,1.879,2.683,5.099,6.793,4.862,4.448,2.069,0.897,1.966,1.897,-0.586,1.517,1.586,3.345,2.241,0
Negative_400,10.724,7.15,2.275,3.899,2.599,9.749,3.249,4.874,3.574,3.574,14.948,3.574,1.95,3.249,5.199,7.15,7.15,1.625,2.924,7.799,-1.072,-4.397,-3.432,-2.359,-4.504,-2.252,2.198,2.52,1.555,-0.751,2.306,2.949,0
Negative_401,6.068,4.551,4.298,6.321,1.77,3.792,4.298,9.607,3.034,5.563,10.365,4.804,4.298,5.309,8.849,7.332,4.804,1.77,3.034,6.068,-0.53,-0.794,3.125,3.337,-0.265,0.689,0.318,-2.278,-2.86,-1.324,-2.119,-3.231,0
Negative_402,8.501,5.552,2.603,3.99,2.775,5.378,4.511,8.675,1.388,1.561,13.359,4.164,2.603,3.643,6.766,7.461,4.858,1.561,2.775,8.327,-1.708,-3.164,-0.753,-1.657,1.105,-1.005,6.278,3.265,-0.301,0.301,-0.603,-2.21,0
Negative_403,5.409,3.67,0.58,1.546,3.091,2.125,1.546,5.216,1.352,1.932,11.976,0.773,1.932,3.863,5.023,4.636,2.318,0.966,1.352,4.25,5.37,1.938,2.383,0.858,5.529,2.32,2.765,2.637,2.637,1.907,5.021,3.082,0
Negative_404,7.269,4.276,2.138,3.42,2.138,8.125,0.855,7.269,2.138,5.987,8.125,7.269,3.849,2.566,6.842,6.414,4.276,1.711,3.42,7.697,2.011,1.676,-0.192,0.67,2.586,2.921,2.634,2.874,-8.908,-5.891,2.251,1.58,0
Negative_405,2.965,6.353,2.117,6.776,1.694,2.541,2.965,4.235,0.423,3.388,8.47,6.353,1.694,3.388,3.811,4.659,4.235,0.423,0.847,4.659,1.584,2.808,-4.212,0.648,3.168,5.616,7.523,8.207,-1.944,2.556,-0.144,2.196,0
Negative_406,6.804,7.796,4.819,4.961,3.544,6.663,5.811,6.378,2.552,4.394,14.458,4.536,1.559,4.819,5.953,8.93,6.236,2.267,3.544,4.961,-2.053,-2.608,1.165,-0.61,-0.999,-0.166,0.61,-0.388,0.166,-3.052,-2.442,-0.61,0
Negative_407,9.261,6.406,1.532,4.596,2.646,6.685,5.57,4.108,3.481,3.134,14.762,3.273,1.949,5.083,5.432,10.027,3.83,1.532,1.462,6.545,1.824,1.52,-2.026,-2.432,0.507,1.925,0.76,1.52,-0.507,0.659,-3.901,-1.165,0
Negative_408,8.293,9.631,2.675,3.745,1.071,6.955,5.885,7.223,3.478,1.605,16.853,2.407,0.802,3.478,5.885,6.42,3.745,2.407,1.605,5.885,2.501,0.8,-8.704,-6.203,1.751,3.252,3.002,5.403,1.651,0.65,-2.301,-1.851,0
Negative_409,10.971,6.583,1.519,5.064,2.7,7.427,7.427,5.908,1.688,1.688,20.423,3.375,0.844,2.194,6.077,8.44,4.894,2.194,1.519,4.051,1.47,2.572,-7.034,-5.879,5.512,4.094,1.575,4.252,-5.407,-6.457,1.05,-0.735,0
Negative_410,6.67,10.376,1.112,2.224,2.779,5.373,6.67,7.782,2.779,2.779,17.048,2.039,1.112,2.779,11.673,6.485,2.964,0.927,2.224,5.93,-0.203,0.051,-1.272,-0.254,1.78,0.509,-0.509,0.203,-2.594,-0.203,-0.61,1.373,0
Negative_411,6.254,5.003,4.002,5.754,4.002,4.753,5.503,5.003,4.002,5.754,12.758,6.003,3.252,6.003,5.003,9.756,8.756,3.252,3.753,7.506,3.772,2.96,-0.754,0.754,-0.174,-1.567,-4.005,-4.933,-0.464,-2.438,-2.728,-6.5,0
Negative_412,6.434,7.148,7.386,4.527,3.216,6.672,4.527,10.96,3.336,7.982,10.126,5.123,1.549,3.694,5.003,9.888,4.527,1.549,2.74,7.506,2.392,2.733,0.569,3.588,-5.467,-2.107,-4.271,-2.392,-3.645,-1.139,-2.278,-1.879,0
